,지역(1),지역(2),세대,총전입,총전출,순이동,시도내이동-시군구내,시도내이동-시군구간 전입,시도내이동-시군구간 전출,시도간전입,시도간전출,연도
591,경기도,구리시,청년층,8538.0,7891.0,647.0,2086.0,2320.0,2971.0,4132.0,2834.0,2018
592,경기도,구리시,청년층,6858.0,7978.0,-1120.0,1812.0,1911.0,3393.0,3135.0,2773.0,2019
593,경기도,구리시,청년층,8393.0,8807.0,-414.0,2689.0,2276.0,3252.0,3428.0,2866.0,2020
594,경기도,군포시,노년층,4690.0,3979.0,711.0,1457.0,1789.0,1428.0,1444.0,1094.0,2010
595,경기도,군포시,노년층,3696.0,3859.0,-163.0,1219.0,1274.0,1433.0,1203.0,1207.0,2011
596,경기도,군포시,노년층,3550.0,3664.0,-114.0,1152.0,1275.0,1331.0,1123.0,1181.0,2012
597,경기도,군포시,노년층,3270.0,3618.0,-348.0,1104.0,1147.0,1407.0,1019.0,1107.0,2013
598,경기도,군포시,노년층,4252.0,4170.0,82.0,1691.0,1442.0,1341.0,1119.0,1138.0,2014
599,경기도,군포시,노년층,4038.0,4072.0,-34.0,1412.0,1406.0,1530.0,1220.0,1130.0,2015
600,경기도,군포시,노년층,4139.0,4145.0,-6.0,1385.0,1584.0,1661.0,1170.0,1099.0,2016
601,경기도,군포시,노년층,4098.0,4130.0,-32.0,1390.0,1619.0,1623.0,1089.0,1117.0,2017
602,경기도,군포시,노년층,4296.0,4424.0,-128.0,1631.0,1539.0,1762.0,1126.0,1031.0,2018
603,경기도,군포시,노년층,4534.0,4435.0,99.0,1770.0,1629.0,1684.0,1135.0,981.0,2019
604,경기도,군포시,노년층,5293.0,5053.0,240.0,1915.0,2206.0,2024.0,1172.0,1114.0,2020
605,경기도,군포시,중장년층,20490.0,18286.0,2204.0,8033.0,8063.0,6360.0,4394.0,3893.0,2010
606,경기도,군포시,중장년층,15495.0,17217.0,-1722.0,6437.0,5397.0,6452.0,3661.0,4328.0,2011
607,경기도,군포시,중장년층,14226.0,15785.0,-1559.0,5635.0,5101.0,6051.0,3490.0,4099.0,2012
608,경기도,군포시,중장년층,13566.0,14944.0,-1378.0,5544.0,4904.0,5709.0,3118.0,3691.0,2013
609,경기도,군포시,중장년층,16591.0,17381.0,-790.0,7530.0,5732.0,5884.0,3329.0,3967.0,2014
610,경기도,군포시,중장년층,14482.0,16156.0,-1674.0,6315.0,4954.0,6043.0,3213.0,3798.0,2015
611,경기도,군포시,중장년층,13460.0,15550.0,-2090.0,5714.0,4937.0,6370.0,2809.0,3466.0,2016
612,경기도,군포시,중장년층,11966.0,14039.0,-2073.0,4733.0,4607.0,6036.0,2626.0,3270.0,2017
613,경기도,군포시,중장년층,13410.0,15679.0,-2269.0,5925.0,4670.0,6841.0,2815.0,2913.0,2018
614,경기도,군포시,중장년층,13167.0,14210.0,-1043.0,5604.0,4806.0,5802.0,2757.0,2804.0,2019
615,경기도,군포시,중장년층,14140.0,15297.0,-1157.0,5610.0,5588.0,6805.0,2942.0,2882.0,2020
616,경기도,군포시,청년층,18782.0,15378.0,3404.0,5683.0,7312.0,5687.0,5787.0,4008.0,2010
617,경기도,군포시,청년층,14352.0,14392.0,-40.0,4611.0,5171.0,5729.0,4570.0,4052.0,2011
618,경기도,군포시,청년층,13746.0,13689.0,57.0,4366.0,4965.0,5427.0,4415.0,3896.0,2012
619,경기도,군포시,청년층,12777.0,12663.0,114.0,4191.0,4693.0,5005.0,3893.0,3467.0,2013
620,경기도,군포시,청년층,14623.0,13665.0,958.0,5215.0,5431.0,4852.0,3977.0,3598.0,2014
621,경기도,군포시,청년층,12762.0,12873.0,-111.0,4346.0,4620.0,4910.0,3796.0,3617.0,2015
622,경기도,군포시,청년층,11310.0,12256.0,-946.0,3787.0,4093.0,5026.0,3430.0,3443.0,2016
623,경기도,군포시,청년층,10408.0,11404.0,-996.0,3254.0,4109.0,4784.0,3045.0,3366.0,2017
624,경기도,군포시,청년층,11179.0,12010.0,-831.0,3876.0,3977.0,4996.0,3326.0,3138.0,2018
625,경기도,군포시,청년층,12052.0,11904.0,148.0,4011.0,4634.0,4820.0,3407.0,3073.0,2019
626,경기도,군포시,청년층,12588.0,12838.0,-250.0,3825.0,5118.0,5618.0,3645.0,3395.0,2020
627,서울특별시,금천구,노년층,3294.0,3847.0,-553.0,938.0,1084.0,914.0,1272.0,1995.0,2010
628,서울특별시,금천구,노년층,3654.0,4087.0,-433.0,1192.0,1169.0,987.0,1293.0,1908.0,2011
629,서울특별시,금천구,노년층,3331.0,3582.0,-251.0,1046.0,1041.0,918.0,1244.0,1618.0,2012
630,서울특별시,금천구,노년층,3538.0,3936.0,-398.0,1236.0,1030.0,974.0,1272.0,1726.0,2013
631,서울특별시,금천구,노년층,3499.0,4120.0,-621.0,1337.0,968.0,972.0,1194.0,1811.0,2014
632,서울특별시,금천구,노년층,3880.0,4323.0,-443.0,1474.0,1171.0,977.0,1235.0,1872.0,2015
633,서울특별시,금천구,노년층,4158.0,4507.0,-349.0,1594.0,1362.0,1009.0,1202.0,1904.0,2016
634,서울특별시,금천구,노년층,3982.0,4350.0,-368.0,1459.0,1264.0,963.0,1259.0,1928.0,2017
635,서울특별시,금천구,노년층,4105.0,4700.0,-595.0,1555.0,1286.0,931.0,1264.0,2214.0,2018
636,서울특별시,금천구,노년층,3665.0,4246.0,-581.0,1313.0,1111.0,967.0,1241.0,1966.0,2019
637,서울특별시,금천구,노년층,4278.0,4930.0,-652.0,1674.0,1177.0,1156.0,1427.0,2100.0,2020
638,서울특별시,금천구,중장년층,14069.0,16501.0,-2432.0,4650.0,4587.0,4134.0,4832.0,7717.0,2010
639,서울특별시,금천구,중장년층,15170.0,16567.0,-1397.0,5429.0,4840.0,4263.0,4901.0,6875.0,2011
640,서울특별시,금천구,중장년층,13823.0,14538.0,-715.0,4766.0,4290.0,3706.0,4767.0,6066.0,2012
641,서울특별시,금천구,중장년층,13145.0,14602.0,-1457.0,4960.0,3902.0,3784.0,4283.0,5858.0,2013
642,서울특별시,금천구,중장년층,12342.0,14130.0,-1788.0,4540.0,3687.0,3774.0,4115.0,5816.0,2014
643,서울특별시,금천구,중장년층,12886.0,14526.0,-1640.0,4789.0,4059.0,3597.0,4038.0,6140.0,2015
644,서울특별시,금천구,중장년층,13162.0,14146.0,-984.0,4842.0,4264.0,3390.0,4056.0,5914.0,2016
645,서울특별시,금천구,중장년층,12610.0,13514.0,-904.0,4320.0,4092.0,3155.0,4198.0,6039.0,2017
646,서울특별시,금천구,중장년층,12139.0,13653.0,-1514.0,4096.0,4123.0,3078.0,3920.0,6479.0,2018
647,서울특별시,금천구,중장년층,10861.0,12555.0,-1694.0,3463.0,3620.0,3154.0,3778.0,5938.0,2019
648,서울특별시,금천구,중장년층,11578.0,13502.0,-1924.0,3660.0,3773.0,3639.0,4145.0,6203.0,2020
649,서울특별시,금천구,청년층,13359.0,13984.0,-625.0,2891.0,4603.0,3928.0,5865.0,7165.0,2010
650,서울특별시,금천구,청년층,14115.0,13933.0,182.0,3316.0,4647.0,4118.0,6152.0,6499.0,2011
651,서울특별시,금천구,청년층,13063.0,12673.0,390.0,2915.0,4128.0,3859.0,6020.0,5899.0,2012
652,서울특별시,금천구,청년층,12366.0,12825.0,-459.0,3066.0,3681.0,3936.0,5619.0,5823.0,2013
653,서울특별시,금천구,청년층,12440.0,12619.0,-179.0,3031.0,3738.0,3737.0,5671.0,5851.0,2014
654,서울특별시,금천구,청년층,12370.0,12664.0,-294.0,2972.0,3937.0,3767.0,5461.0,5925.0,2015
655,서울특별시,금천구,청년층,12600.0,12315.0,285.0,2983.0,4014.0,3768.0,5603.0,5564.0,2016
656,서울특별시,금천구,청년층,13078.0,11953.0,1125.0,2748.0,4362.0,3615.0,5968.0,5590.0,2017
657,서울특별시,금천구,청년층,13620.0,12241.0,1379.0,2745.0,4599.0,3765.0,6276.0,5731.0,2018
658,서울특별시,금천구,청년층,14474.0,12576.0,1898.0,2699.0,4913.0,4071.0,6862.0,5806.0,2019
659,서울특별시,금천구,청년층,16652.0,14094.0,2558.0,2893.0,6090.0,4643.0,7669.0,6558.0,2020
660,경기도,김포시,노년층,4803.0,3676.0,1127.0,1344.0,895.0,713.0,2564.0,1619.0,2010
661,경기도,김포시,노년층,5544.0,3671.0,1873.0,1398.0,1107.0,574.0,3039.0,1699.0,2011
662,경기도,김포시,노년층,6466.0,4019.0,2447.0,1402.0,1415.0,680.0,3649.0,1937.0,2012
663,경기도,김포시,노년층,6942.0,4656.0,2286.0,1707.0,1417.0,790.0,3818.0,2159.0,2013
664,경기도,김포시,노년층,7313.0,5115.0,2198.0,1855.0,1473.0,879.0,3985.0,2381.0,2014
665,경기도,김포시,노년층,6907.0,5804.0,1103.0,2086.0,1100.0,1040.0,3721.0,2678.0,2015
666,경기도,김포시,노년층,7364.0,5629.0,1735.0,2166.0,1227.0,1023.0,3971.0,2440.0,2016
667,경기도,김포시,노년층,9070.0,6427.0,2643.0,2735.0,1586.0,1085.0,4749.0,2607.0,2017
668,경기도,김포시,노년층,10069.0,7143.0,2926.0,3115.0,1620.0,1218.0,5334.0,2810.0,2018
669,경기도,김포시,노년층,8009.0,6624.0,1385.0,2506.0,1372.0,1320.0,4131.0,2798.0,2019
670,경기도,김포시,노년층,13283.0,9746.0,3537.0,4509.0,2217.0,1651.0,6557.0,3586.0,2020
671,경기도,김포시,중장년층,17991.0,14300.0,3691.0,5426.0,3319.0,2634.0,9246.0,6240.0,2010
672,경기도,김포시,중장년층,21251.0,14453.0,6798.0,5942.0,4284.0,2294.0,11025.0,6217.0,2011
673,경기도,김포시,중장년층,27334.0,16407.0,10927.0,6812.0,6162.0,2692.0,14360.0,6903.0,2012
674,경기도,김포시,중장년층,25911.0,17265.0,8646.0,6989.0,5630.0,2904.0,13292.0,7372.0,2013
675,경기도,김포시,중장년층,28773.0,19056.0,9717.0,7902.0,6228.0,3141.0,14643.0,8013.0,2014
676,경기도,김포시,중장년층,22555.0,19902.0,2653.0,7388.0,3950.0,3710.0,11217.0,8804.0,2015
677,경기도,김포시,중장년층,23644.0,19291.0,4353.0,7420.0,4244.0,3779.0,11980.0,8092.0,2016
678,경기도,김포시,중장년층,32860.0,22015.0,10845.0,10531.0,6469.0,3498.0,15860.0,7986.0,2017
679,경기도,김포시,중장년층,34190.0,22733.0,11457.0,10316.0,6377.0,4121.0,17497.0,8296.0,2018
680,경기도,김포시,중장년층,25474.0,20861.0,4613.0,7922.0,4680.0,4544.0,12872.0,8395.0,2019
681,경기도,김포시,중장년층,45986.0,31470.0,14516.0,17030.0,7788.0,5088.0,21168.0,9352.0,2020
682,경기도,김포시,청년층,13024.0,10091.0,2933.0,3431.0,2390.0,1826.0,7203.0,4834.0,2010
683,경기도,김포시,청년층,14696.0,10154.0,4542.0,3518.0,3084.0,1768.0,8094.0,4868.0,2011
684,경기도,김포시,청년층,19173.0,11300.0,7873.0,3972.0,4546.0,2067.0,10655.0,5261.0,2012
685,경기도,김포시,청년층,18436.0,12262.0,6174.0,4174.0,4060.0,2159.0,10202.0,5929.0,2013
686,경기도,김포시,청년층,19953.0,13157.0,6796.0,4720.0,4205.0,2384.0,11028.0,6053.0,2014
687,경기도,김포시,청년층,15347.0,13488.0,1859.0,4491.0,2695.0,2588.0,8161.0,6409.0,2015
688,경기도,김포시,청년층,15524.0,12694.0,2830.0,4112.0,2949.0,2510.0,8463.0,6072.0,2016
689,경기도,김포시,청년층,20304.0,13490.0,6814.0,5298.0,4138.0,2344.0,10868.0,5848.0,2017
690,경기도,김포시,청년층,22904.0,14582.0,8322.0,5678.0,4411.0,2665.0,12815.0,6239.0,2018
691,경기도,김포시,청년층,18135.0,13985.0,4150.0,4549.0,3429.0,2974.0,10157.0,6462.0,2019
692,경기도,김포시,청년층,28727.0,19186.0,9541.0,8318.0,5159.0,3544.0,15250.0,7324.0,2020
693,경기도,남양주시,노년층,11727.0,8342.0,3385.0,3073.0,2862.0,2006.0,5792.0,3263.0,2010
694,경기도,남양주시,노년층,9688.0,8032.0,1656.0,2579.0,2264.0,2003.0,4845.0,3450.0,2011
695,경기도,남양주시,노년층,10582.0,8826.0,1756.0,2953.0,2434.0,2195.0,5195.0,3678.0,2012
696,경기도,남양주시,노년층,10988.0,9334.0,1654.0,3251.0,2515.0,2311.0,5222.0,3772.0,2013
697,경기도,남양주시,노년층,12125.0,10162.0,1963.0,3806.0,2714.0,2320.0,5605.0,4036.0,2014
698,경기도,남양주시,노년층,12836.0,10318.0,2518.0,3781.0,2738.0,2662.0,6317.0,3875.0,2015
699,경기도,남양주시,노년층,11377.0,9779.0,1598.0,3184.0,2586.0,2828.0,5607.0,3767.0,2016
700,경기도,남양주시,노년층,11031.0,9699.0,1332.0,3274.0,2469.0,2704.0,5288.0,3721.0,2017
701,경기도,남양주시,노년층,13064.0,11078.0,1986.0,4056.0,2995.0,3058.0,6013.0,3964.0,2018
702,경기도,남양주시,노년층,13276.0,10940.0,2336.0,4237.0,3180.0,2843.0,5859.0,3860.0,2019
703,경기도,남양주시,노년층,15013.0,12771.0,2242.0,4650.0,3595.0,3650.0,6768.0,4471.0,2020
704,경기도,남양주시,중장년층,44267.0,33626.0,10641.0,13639.0,11587.0,8157.0,19041.0,11830.0,2010
705,경기도,남양주시,중장년층,34701.0,30792.0,3909.0,10843.0,8798.0,7905.0,15060.0,12044.0,2011
706,경기도,남양주시,중장년층,39248.0,32137.0,7111.0,11821.0,9569.0,8046.0,17858.0,12270.0,2012
707,경기도,남양주시,중장년층,36757.0,31203.0,5554.0,11236.0,8815.0,7927.0,16706.0,12040.0,2013
708,경기도,남양주시,중장년층,37890.0,32126.0,5764.0,12265.0,9047.0,7808.0,16578.0,12053.0,2014
709,경기도,남양주시,중장년층,37786.0,32546.0,5240.0,12291.0,8541.0,8432.0,16954.0,11823.0,2015
710,경기도,남양주시,중장년층,32778.0,30173.0,2605.0,10260.0,7806.0,9068.0,14712.0,10845.0,2016
711,경기도,남양주시,중장년층,29603.0,28757.0,846.0,9489.0,6892.0,8718.0,13222.0,10550.0,2017
712,경기도,남양주시,중장년층,40004.0,32317.0,7687.0,12777.0,10252.0,9033.0,16975.0,10507.0,2018
713,경기도,남양주시,중장년층,39620.0,30678.0,8942.0,12601.0,10374.0,7905.0,16645.0,10172.0,2019
714,경기도,남양주시,중장년층,37625.0,32651.0,4974.0,12140.0,9418.0,9745.0,16067.0,10766.0,2020
715,경기도,남양주시,청년층,32133.0,22810.0,9323.0,7897.0,8279.0,5683.0,15957.0,9230.0,2010
716,경기도,남양주시,청년층,24659.0,21369.0,3290.0,6156.0,6227.0,5742.0,12276.0,9471.0,2011
717,경기도,남양주시,청년층,26628.0,21856.0,4772.0,6769.0,6304.0,5503.0,13555.0,9584.0,2012
718,경기도,남양주시,청년층,25008.0,20491.0,4517.0,6266.0,6030.0,5207.0,12712.0,9018.0,2013
719,경기도,남양주시,청년층,25266.0,21603.0,3663.0,7021.0,5805.0,5314.0,12440.0,9268.0,2014
720,경기도,남양주시,청년층,24623.0,21235.0,3388.0,7046.0,5473.0,5406.0,12104.0,8783.0,2015
721,경기도,남양주시,청년층,20669.0,19852.0,817.0,5598.0,4827.0,5676.0,10244.0,8578.0,2016
722,경기도,남양주시,청년층,18770.0,19315.0,-545.0,5371.0,4271.0,5553.0,9128.0,8391.0,2017
723,경기도,남양주시,청년층,21872.0,20843.0,1029.0,6181.0,5422.0,5947.0,10269.0,8715.0,2018
724,경기도,남양주시,청년층,23873.0,20503.0,3370.0,6657.0,6176.0,5440.0,11040.0,8406.0,2019
725,경기도,남양주시,청년층,23929.0,22102.0,1827.0,6609.0,6227.0,6520.0,11093.0,8973.0,2020
726,서울특별시,노원구,노년층,7807.0,8724.0,-917.0,2070.0,3074.0,2973.0,2663.0,3681.0,2010
727,서울특별시,노원구,노년층,7734.0,8856.0,-1122.0,2299.0,2981.0,2884.0,2454.0,3673.0,2011
728,서울특별시,노원구,노년층,7082.0,8219.0,-1137.0,2000.0,2718.0,2579.0,2364.0,3640.0,2012
729,서울특별시,노원구,노년층,7487.0,8341.0,-854.0,2133.0,2988.0,2584.0,2366.0,3624.0,2013
730,서울특별시,노원구,노년층,7812.0,8698.0,-886.0,2429.0,3008.0,2747.0,2375.0,3522.0,2014
731,서울특별시,노원구,노년층,8282.0,9232.0,-950.0,2500.0,3434.0,2844.0,2348.0,3888.0,2015
732,서울특별시,노원구,노년층,8686.0,9562.0,-876.0,2860.0,3528.0,2784.0,2298.0,3918.0,2016
733,서울특별시,노원구,노년층,8270.0,9817.0,-1547.0,2920.0,3128.0,2943.0,2222.0,3954.0,2017
734,서울특별시,노원구,노년층,7766.0,8871.0,-1105.0,2324.0,3250.0,2560.0,2192.0,3987.0,2018
735,서울특별시,노원구,노년층,7414.0,8377.0,-963.0,2221.0,2962.0,2611.0,2231.0,3545.0,2019
736,서울특별시,노원구,노년층,9087.0,10564.0,-1477.0,2909.0,3615.0,3131.0,2563.0,4524.0,2020
737,서울특별시,노원구,중장년층,31541.0,35178.0,-3637.0,10334.0,12096.0,12627.0,9111.0,12217.0,2010
738,서울특별시,노원구,중장년층,30702.0,35155.0,-4453.0,11112.0,11335.0,12461.0,8255.0,11582.0,2011
739,서울특별시,노원구,중장년층,27858.0,32450.0,-4592.0,9804.0,10451.0,10711.0,7603.0,11935.0,2012
740,서울특별시,노원구,중장년층,28060.0,32254.0,-4194.0,10424.0,10201.0,10367.0,7435.0,11463.0,2013
741,서울특별시,노원구,중장년층,27918.0,32479.0,-4561.0,10569.0,10071.0,10787.0,7278.0,11123.0,2014
742,서울특별시,노원구,중장년층,28309.0,32868.0,-4559.0,10851.0,10471.0,10206.0,6987.0,11811.0,2015
743,서울특별시,노원구,중장년층,27222.0,31799.0,-4577.0,10861.0,9886.0,9429.0,6475.0,11509.0,2016
744,서울특별시,노원구,중장년층,24208.0,30652.0,-6444.0,9765.0,8466.0,10050.0,5977.0,10837.0,2017
745,서울특별시,노원구,중장년층,23252.0,28389.0,-5137.0,8371.0,8713.0,8766.0,6168.0,11252.0,2018
746,서울특별시,노원구,중장년층,21146.0,25916.0,-4770.0,7348.0,7722.0,8841.0,6076.0,9727.0,2019
747,서울특별시,노원구,중장년층,25641.0,29749.0,-4108.0,9732.0,9416.0,9658.0,6493.0,10359.0,2020
748,서울특별시,노원구,청년층,24688.0,26789.0,-2101.0,6081.0,10461.0,10528.0,8146.0,10180.0,2010
749,서울특별시,노원구,청년층,23793.0,26299.0,-2506.0,6259.0,9715.0,10451.0,7819.0,9589.0,2011
750,서울특별시,노원구,청년층,22572.0,24733.0,-2161.0,5556.0,8953.0,9010.0,8063.0,10167.0,2012
751,서울특별시,노원구,청년층,21678.0,24121.0,-2443.0,5790.0,8548.0,8700.0,7340.0,9631.0,2013
752,서울특별시,노원구,청년층,21106.0,24093.0,-2987.0,5672.0,8129.0,8970.0,7305.0,9451.0,2014
753,서울특별시,노원구,청년층,20966.0,24314.0,-3348.0,5780.0,8158.0,8563.0,7028.0,9971.0,2015
754,서울특별시,노원구,청년층,21202.0,23706.0,-2504.0,5753.0,7764.0,8269.0,7685.0,9684.0,2016
755,서울특별시,노원구,청년층,19016.0,23380.0,-4364.0,5297.0,6560.0,8722.0,7159.0,9361.0,2017
756,서울특별시,노원구,청년층,19021.0,22114.0,-3093.0,4816.0,6917.0,7987.0,7288.0,9311.0,2018
757,서울특별시,노원구,청년층,17868.0,21974.0,-4106.0,4472.0,6354.0,8446.0,7042.0,9056.0,2019
758,서울특별시,노원구,청년층,21545.0,24679.0,-3134.0,5651.0,8196.0,9379.0,7698.0,9649.0,2020
759,대구광역시,대구광역시,노년층,33925.0,34516.0,-591.0,11445.0,13315.0,13315.0,9165.0,9756.0,2010
760,대구광역시,대구광역시,노년층,35417.0,36168.0,-751.0,12115.0,14104.0,14104.0,9198.0,9949.0,2011
761,대구광역시,대구광역시,노년층,34970.0,35469.0,-499.0,11779.0,13782.0,13782.0,9409.0,9908.0,2012
762,대구광역시,대구광역시,노년층,36919.0,37789.0,-870.0,13035.0,14307.0,14307.0,9577.0,10447.0,2013
763,대구광역시,대구광역시,노년층,39141.0,40667.0,-1526.0,13701.0,15260.0,15260.0,10180.0,11706.0,2014
764,대구광역시,대구광역시,노년층,40992.0,42859.0,-1867.0,14823.0,16629.0,16629.0,9540.0,11407.0,2015
765,대구광역시,대구광역시,노년층,37946.0,39187.0,-1241.0,12755.0,15930.0,15930.0,9261.0,10502.0,2016
766,대구광역시,대구광역시,노년층,39202.0,41137.0,-1935.0,13510.0,16590.0,16590.0,9102.0,11037.0,2017
767,대구광역시,대구광역시,노년층,43807.0,45711.0,-1904.0,16019.0,17896.0,17896.0,9892.0,11796.0,2018
768,대구광역시,대구광역시,노년층,45851.0,48894.0,-3043.0,17111.0,19293.0,19293.0,9447.0,12490.0,2019
769,대구광역시,대구광역시,노년층,50781.0,53675.0,-2894.0,18852.0,20923.0,20923.0,11006.0,13900.0,2020
770,대구광역시,대구광역시,중장년층,140064.0,143095.0,-3031.0,54889.0,52862.0,52862.0,32313.0,35344.0,2010
771,대구광역시,대구광역시,중장년층,139646.0,143238.0,-3592.0,56106.0,52013.0,52013.0,31527.0,35119.0,2011
772,대구광역시,대구광역시,중장년층,132432.0,134852.0,-2420.0,51309.0,48898.0,48898.0,32225.0,34645.0,2012
773,대구광역시,대구광역시,중장년층,135122.0,137712.0,-2590.0,53110.0,49140.0,49140.0,32872.0,35462.0,2013
774,대구광역시,대구광역시,중장년층,136508.0,141375.0,-4867.0,51868.0,49625.0,49625.0,35015.0,39882.0,2014
775,대구광역시,대구광역시,중장년층,137484.0,141340.0,-3856.0,53652.0,51688.0,51688.0,32144.0,36000.0,2015
776,대구광역시,대구광역시,중장년층,126895.0,130176.0,-3281.0,46550.0,50794.0,50794.0,29551.0,32832.0,2016
777,대구광역시,대구광역시,중장년층,124775.0,129118.0,-4343.0,45606.0,50679.0,50679.0,28490.0,32833.0,2017
778,대구광역시,대구광역시,중장년층,123897.0,128827.0,-4930.0,46593.0,48870.0,48870.0,28434.0,33364.0,2018
779,대구광역시,대구광역시,중장년층,118587.0,126255.0,-7668.0,45756.0,46622.0,46622.0,26209.0,33877.0,2019
780,대구광역시,대구광역시,중장년층,130256.0,135943.0,-5687.0,49679.0,51671.0,51671.0,28906.0,34593.0,2020
781,대구광역시,대구광역시,청년층,108350.0,116877.0,-8527.0,33051.0,39548.0,39548.0,35751.0,44278.0,2010
782,대구광역시,대구광역시,청년층,107882.0,116461.0,-8579.0,33434.0,39600.0,39600.0,34848.0,43427.0,2011
783,대구광역시,대구광역시,청년층,102516.0,110684.0,-8168.0,30597.0,37307.0,37307.0,34612.0,42780.0,2012
784,대구광역시,대구광역시,청년층,102658.0,110691.0,-8033.0,31666.0,36738.0,36738.0,34254.0,42287.0,2013
785,대구광역시,대구광역시,청년층,102319.0,111090.0,-8771.0,29976.0,36371.0,36371.0,35972.0,44743.0,2014
786,대구광역시,대구광역시,청년층,104065.0,111022.0,-6957.0,31281.0,37105.0,37105.0,35679.0,42636.0,2015
787,대구광역시,대구광역시,청년층,99096.0,104357.0,-5261.0,27423.0,37046.0,37046.0,34627.0,39888.0,2016
788,대구광역시,대구광역시,청년층,97786.0,103457.0,-5671.0,26969.0,36614.0,36614.0,34203.0,39874.0,2017
789,대구광역시,대구광역시,청년층,98136.0,104590.0,-6454.0,27618.0,35664.0,35664.0,34854.0,41308.0,2018
790,대구광역시,대구광역시,청년층,96790.0,107949.0,-11159.0,27434.0,35349.0,35349.0,34007.0,45166.0,2019
791,대구광역시,대구광역시,청년층,111806.0,118692.0,-6886.0,30849.0,41083.0,41083.0,39874.0,46760.0,2020
792,대전광역시,대전광역시,노년층,22189.0,22109.0,80.0,6950.0,8135.0,8135.0,7104.0,7024.0,2010
793,대전광역시,대전광역시,노년층,22353.0,21964.0,389.0,7006.0,7949.0,7949.0,7398.0,7009.0,2011
794,대전광역시,대전광역시,노년층,19811.0,19564.0,247.0,5737.0,7032.0,7032.0,7042.0,6795.0,2012
795,대전광역시,대전광역시,노년층,20414.0,20330.0,84.0,6328.0,7232.0,7232.0,6854.0,6770.0,2013
796,대전광역시,대전광역시,노년층,21400.0,21665.0,-265.0,6459.0,7798.0,7798.0,7143.0,7408.0,2014
797,대전광역시,대전광역시,노년층,21444.0,22607.0,-1163.0,6782.0,7546.0,7546.0,7116.0,8279.0,2015
798,대전광역시,대전광역시,노년층,22446.0,23324.0,-878.0,7094.0,8147.0,8147.0,7205.0,8083.0,2016
799,대전광역시,대전광역시,노년층,22186.0,23568.0,-1382.0,7091.0,7693.0,7693.0,7402.0,8784.0,2017
800,대전광역시,대전광역시,노년층,24299.0,25542.0,-1243.0,7961.0,8535.0,8535.0,7803.0,9046.0,2018
801,대전광역시,대전광역시,노년층,24986.0,26871.0,-1885.0,8426.0,8972.0,8972.0,7588.0,9473.0,2019
802,대전광역시,대전광역시,노년층,28579.0,30548.0,-1969.0,10010.0,10409.0,10409.0,8160.0,10129.0,2020
803,대전광역시,대전광역시,중장년층,92013.0,93349.0,-1336.0,31151.0,33730.0,33730.0,27132.0,28468.0,2010
804,대전광역시,대전광역시,중장년층,93802.0,93391.0,411.0,31940.0,33612.0,33612.0,28250.0,27839.0,2011
805,대전광역시,대전광역시,중장년층,84633.0,85435.0,-802.0,26720.0,30371.0,30371.0,27542.0,28344.0,2012
806,대전광역시,대전광역시,중장년층,81670.0,82526.0,-856.0,27320.0,28585.0,28585.0,25765.0,26621.0,2013
807,대전광역시,대전광역시,중장년층,86244.0,90480.0,-4236.0,28119.0,32047.0,32047.0,26078.0,30314.0,2014
808,대전광역시,대전광역시,중장년층,79508.0,88518.0,-9010.0,26247.0,27580.0,27580.0,25681.0,34691.0,2015
809,대전광역시,대전광역시,중장년층,78468.0,84166.0,-5698.0,26144.0,27464.0,27464.0,24860.0,30558.0,2016
810,대전광역시,대전광역시,중장년층,75578.0,83012.0,-7434.0,24804.0,26026.0,26026.0,24748.0,32182.0,2017
811,대전광역시,대전광역시,중장년층,75647.0,82287.0,-6640.0,25074.0,26025.0,26025.0,24548.0,31188.0,2018
812,대전광역시,대전광역시,중장년층,73553.0,80653.0,-7100.0,24703.0,25428.0,25428.0,23422.0,30522.0,2019
813,대전광역시,대전광역시,중장년층,80108.0,85657.0,-5549.0,27704.0,28534.0,28534.0,23870.0,29419.0,2020
814,대전광역시,대전광역시,청년층,87841.0,88415.0,-574.0,23854.0,29904.0,29904.0,34083.0,34657.0,2010
815,대전광역시,대전광역시,청년층,87308.0,86616.0,692.0,24072.0,28687.0,28687.0,34549.0,33857.0,2011
816,대전광역시,대전광역시,청년층,81344.0,81392.0,-48.0,20728.0,26061.0,26061.0,34555.0,34603.0,2012
817,대전광역시,대전광역시,청년층,78010.0,78086.0,-76.0,20455.0,24570.0,24570.0,32985.0,33061.0,2013
818,대전광역시,대전광역시,청년층,80503.0,82903.0,-2400.0,20870.0,26044.0,26044.0,33589.0,35989.0,2014
819,대전광역시,대전광역시,청년층,76495.0,81162.0,-4667.0,19637.0,22989.0,22989.0,33869.0,38536.0,2015
820,대전광역시,대전광역시,청년층,77646.0,79290.0,-1644.0,19962.0,22935.0,22935.0,34749.0,36393.0,2016
821,대전광역시,대전광역시,청년층,75392.0,78720.0,-3328.0,18836.0,22122.0,22122.0,34434.0,37762.0,2017
822,대전광역시,대전광역시,청년층,76980.0,80557.0,-3577.0,19660.0,22625.0,22625.0,34695.0,38272.0,2018
823,대전광역시,대전광역시,청년층,79814.0,83997.0,-4183.0,20431.0,23554.0,23554.0,35829.0,40012.0,2019
824,대전광역시,대전광역시,청년층,88260.0,90034.0,-1774.0,22644.0,27010.0,27010.0,38606.0,40380.0,2020
