,지역(1),지역(2),주택유형,매매가격,연도
530,전라남도,전라남도,단독주택,96.94846362,2012
531,경상북도,경상북도,단독주택,93.77210107,2012
532,경상남도,경상남도,단독주택,93.34249352,2012
533,제주특별자치도,제주특별자치도,단독주택,87.43932493,2012
534,전국,전국,종합,93.04713815,2013
535,서울특별시,서울특별시,종합,89.83671164,2013
536,서울특별시,종로구,종합,93.8949677,2013
537,서울특별시,중구,종합,91.86335002,2013
538,서울특별시,용산구,종합,93.41255394,2013
539,서울특별시,성동구,종합,88.95017161,2013
540,서울특별시,광진구,종합,90.11282653,2013
541,서울특별시,동대문구,종합,89.89405923,2013
542,서울특별시,중랑구,종합,94.31104388,2013
543,서울특별시,성북구,종합,92.74076679,2013
544,서울특별시,강북구,종합,95.33215223,2013
545,서울특별시,도봉구,종합,91.82286305,2013
546,서울특별시,노원구,종합,85.76560588,2013
547,서울특별시,은평구,종합,92.98948278,2013
548,서울특별시,서대문구,종합,92.32191522,2013
549,서울특별시,마포구,종합,90.2092411,2013
550,서울특별시,양천구,종합,89.53270167,2013
551,서울특별시,강서구,종합,89.90048782,2013
552,서울특별시,구로구,종합,89.88410567,2013
553,서울특별시,금천구,종합,92.43098094,2013
554,서울특별시,영등포구,종합,88.36655503,2013
555,서울특별시,동작구,종합,89.45743524,2013
556,서울특별시,관악구,종합,92.01447038,2013
557,서울특별시,서초구,종합,87.48746329,2013
558,서울특별시,강남구,종합,82.97781718,2013
559,서울특별시,송파구,종합,89.34228249,2013
560,서울특별시,강동구,종합,86.63970268,2013
561,경기도,경기도,종합,91.83131772,2013
562,경기도,과천시,종합,89.46506801,2013
