,지역(1),지역(2),주택유형,전세가격,연도
565,경기도,군포시,종합,83.10182737,2013
566,경기도,의왕시,종합,84.81485179,2013
567,경기도,안성시,종합,86.83170258,2013
568,경기도,용인시,종합,87.98070241,2013
569,경기도,수원시,종합,84.1842236,2013
570,경기도,부천시,종합,84.23614591,2013
571,경기도,안산시,종합,86.43690181,2013
572,경기도,시흥시,종합,84.12494939,2013
573,경기도,광명시,종합,81.52901271,2013
574,경기도,화성시,종합,88.90600523,2013
575,경기도,오산시,종합,85.00220631,2013
576,경기도,평택시,종합,92.45379765,2013
577,경기도,남양주시,종합,85.89571395,2013
578,경기도,구리시,종합,85.20951485,2013
579,경기도,하남시,종합,85.11660209,2013
580,경기도,광주시,종합,89.70836511,2013
581,경기도,이천시,종합,89.3497312,2013
582,경기도,여주시,종합,94.13178376,2013
583,경기도,김포시,종합,81.48630515,2013
584,경기도,고양시,종합,78.81665189,2013
585,경기도,파주시,종합,82.73177509,2013
586,경기도,포천시,종합,92.02433436,2013
587,경기도,동두천시,종합,88.30243413,2013
588,경기도,양주시,종합,85.63142425,2013
589,경기도,의정부시,종합,87.51757927,2013
590,인천광역시,인천광역시,종합,86.70730752,2013
591,부산광역시,부산광역시,종합,91.88510896,2013
592,대구광역시,대구광역시,종합,89.58912294,2013
593,광주광역시,광주광역시,종합,90.58361941,2013
594,대전광역시,대전광역시,종합,94.35670848,2013
595,울산광역시,울산광역시,종합,96.6129584,2013
596,세종특별자치시,세종특별자치시,종합,111.1521498,2013
597,강원도,강원도,종합,93.80356307,2013
598,충청북도,충청북도,종합,92.9518981,2013
599,충청남도,충청남도,종합,96.66567177,2013
600,전라북도,전라북도,종합,96.81275437,2013
601,전라남도,전라남도,종합,96.44889085,2013
602,경상북도,경상북도,종합,97.13542988,2013
603,경상남도,경상남도,종합,97.84712322,2013
604,제주특별자치도,제주특별자치도,종합,91.32107533,2013
605,전국,전국,아파트,86.68061474,2013
606,서울특별시,서울특별시,아파트,81.59435435,2013
607,서울특별시,종로구,아파트,86.12971361,2013
608,서울특별시,중구,아파트,85.776385,2013
609,서울특별시,용산구,아파트,85.97670072,2013
610,서울특별시,성동구,아파트,78.45677908,2013
611,서울특별시,광진구,아파트,80.33971569,2013
612,서울특별시,동대문구,아파트,79.25904509,2013
613,서울특별시,중랑구,아파트,85.66115185,2013
614,서울특별시,성북구,아파트,81.87180161,2013
615,서울특별시,강북구,아파트,81.34588432,2013
616,서울특별시,도봉구,아파트,83.9969278,2013
617,서울특별시,노원구,아파트,81.00341286,2013
618,서울특별시,은평구,아파트,81.22406434,2013
619,서울특별시,서대문구,아파트,80.84736478,2013
620,서울특별시,마포구,아파트,81.03124017,2013
621,서울특별시,양천구,아파트,80.2934783,2013
622,서울특별시,강서구,아파트,79.88863941,2013
623,서울특별시,구로구,아파트,76.0746824,2013
624,서울특별시,금천구,아파트,82.19354978,2013
625,서울특별시,영등포구,아파트,83.25270418,2013
626,서울특별시,동작구,아파트,80.52793381,2013
627,서울특별시,관악구,아파트,77.26243889,2013
628,서울특별시,서초구,아파트,87.35421869,2013
629,서울특별시,강남구,아파트,82.88204916,2013
630,서울특별시,송파구,아파트,83.89001231,2013
631,서울특별시,강동구,아파트,78.20027937,2013
632,경기도,경기도,아파트,80.82677038,2013
633,경기도,과천시,아파트,92.69735359,2013
634,경기도,안양시,아파트,75.94014821,2013
635,경기도,성남시,아파트,81.79523958,2013
636,경기도,군포시,아파트,80.37095512,2013
637,경기도,의왕시,아파트,84.05945374,2013
638,경기도,안성시,아파트,81.92814068,2013
639,경기도,용인시,아파트,86.32513148,2013
640,경기도,수원시,아파트,81.78466152,2013
641,경기도,부천시,아파트,78.50378137,2013
642,경기도,안산시,아파트,76.18768319,2013
643,경기도,시흥시,아파트,80.14480632,2013
644,경기도,광명시,아파트,76.27459064,2013
645,경기도,화성시,아파트,85.51092703,2013
646,경기도,오산시,아파트,84.15851551,2013
647,경기도,평택시,아파트,88.58614181,2013
648,경기도,남양주시,아파트,81.66553262,2013
649,경기도,구리시,아파트,82.05957653,2013
650,경기도,하남시,아파트,80.6520108,2013
651,경기도,광주시,아파트,82.59368169,2013
652,경기도,이천시,아파트,84.60300706,2013
653,경기도,여주시,아파트,90.04924483,2013
654,경기도,김포시,아파트,78.68742197,2013
655,경기도,고양시,아파트,75.02650244,2013
656,경기도,파주시,아파트,76.44856976,2013
657,경기도,포천시,아파트,79.81047941,2013
658,경기도,동두천시,아파트,80.94934571,2013
659,경기도,양주시,아파트,78.69144988,2013
660,경기도,의정부시,아파트,83.19918799,2013
661,인천광역시,인천광역시,아파트,81.24972337,2013
662,부산광역시,부산광역시,아파트,88.37520613,2013
663,대구광역시,대구광역시,아파트,87.51853288,2013
664,광주광역시,광주광역시,아파트,88.33020672,2013
665,대전광역시,대전광역시,아파트,92.5248725,2013
666,울산광역시,울산광역시,아파트,95.88637076,2013
667,세종특별자치시,세종특별자치시,아파트,122.6074773,2013
668,강원도,강원도,아파트,90.5075171,2013
669,충청북도,충청북도,아파트,88.87349717,2013
670,충청남도,충청남도,아파트,95.05886896,2013
671,전라북도,전라북도,아파트,95.08167995,2013
672,전라남도,전라남도,아파트,95.30145094,2013
673,경상북도,경상북도,아파트,96.13141283,2013
674,경상남도,경상남도,아파트,98.25288338,2013
675,제주특별자치도,제주특별자치도,아파트,84.10953591,2013
676,전국,전국,연립다세대,94.46148445,2013
677,서울특별시,서울특별시,연립다세대,92.66245857,2013
678,경기도,경기도,연립다세대,94.52924974,2013
679,인천광역시,인천광역시,연립다세대,94.51893757,2013
680,부산광역시,부산광역시,연립다세대,97.07147471,2013
681,대구광역시,대구광역시,연립다세대,94.75180933,2013
682,경기도,광주시,연립다세대,96.38536325,2013
683,대전광역시,대전광역시,연립다세대,94.8747875,2013
684,울산광역시,울산광역시,연립다세대,95.56570339,2013
685,세종특별자치시,세종특별자치시,연립다세대,101.3306506,2013
686,강원도,강원도,연립다세대,96.02563858,2013
687,충청북도,충청북도,연립다세대,96.78696331,2013
688,충청남도,충청남도,연립다세대,96.79874994,2013
689,전라북도,전라북도,연립다세대,97.9279278,2013
690,전라남도,전라남도,연립다세대,95.57507535,2013
691,경상북도,경상북도,연립다세대,96.31172986,2013
692,경상남도,경상남도,연립다세대,99.25471407,2013
693,제주특별자치도,제주특별자치도,연립다세대,92.88718572,2013
694,전국,전국,단독주택,97.89130664,2013
695,서울특별시,서울특별시,단독주택,96.26739313,2013
696,경기도,경기도,단독주택,97.51311475,2013
697,인천광역시,인천광역시,단독주택,97.42494056,2013
698,부산광역시,부산광역시,단독주택,98.18333618,2013
699,대구광역시,대구광역시,단독주택,96.8379045,2013
700,광주광역시,광주광역시,단독주택,98.36642591,2013
701,대전광역시,대전광역시,단독주택,100.0984371,2013
702,울산광역시,울산광역시,단독주택,99.41172089,2013
703,세종특별자치시,세종특별자치시,단독주택,97.99013115,2013
704,강원도,강원도,단독주택,98.22585266,2013
705,충청북도,충청북도,단독주택,99.51466587,2013
706,충청남도,충청남도,단독주택,98.25504061,2013
707,전라북도,전라북도,단독주택,98.9045909,2013
708,전라남도,전라남도,단독주택,97.94780562,2013
709,경상북도,경상북도,단독주택,98.64900685,2013
710,경상남도,경상남도,단독주택,97.27875705,2013
711,제주특별자치도,제주특별자치도,단독주택,94.21927259,2013
712,전국,전국,종합,93.51970562,2014
713,서울특별시,서울특별시,종합,89.78841393,2014
714,서울특별시,종로구,종합,92.16073663,2014
715,서울특별시,중구,종합,92.03303256,2014
716,서울특별시,용산구,종합,92.74846113,2014
717,서울특별시,성동구,종합,88.78675836,2014
718,서울특별시,광진구,종합,92.16478456,2014
719,서울특별시,동대문구,종합,89.45191303,2014
720,서울특별시,중랑구,종합,93.17609233,2014
721,서울특별시,성북구,종합,91.01447986,2014
722,서울특별시,강북구,종합,93.84606204,2014
723,서울특별시,도봉구,종합,91.3944014,2014
724,서울특별시,노원구,종합,87.19215164,2014
725,서울특별시,은평구,종합,91.20878751,2014
726,서울특별시,서대문구,종합,89.65396346,2014
727,서울특별시,마포구,종합,89.65871897,2014
728,서울특별시,양천구,종합,88.66677097,2014
729,서울특별시,강서구,종합,89.22736983,2014
730,서울특별시,구로구,종합,86.65549745,2014
731,서울특별시,금천구,종합,92.1017475,2014
732,서울특별시,영등포구,종합,89.29766485,2014
733,서울특별시,동작구,종합,90.11888989,2014
734,서울특별시,관악구,종합,89.2308769,2014
735,서울특별시,서초구,종합,91.81207257,2014
736,서울특별시,강남구,종합,88.04166339,2014
737,서울특별시,송파구,종합,89.29874851,2014
738,서울특별시,강동구,종합,86.07635022,2014
739,경기도,경기도,종합,90.31492874,2014
740,경기도,과천시,종합,95.47987853,2014
741,경기도,안양시,종합,88.35764228,2014
742,경기도,성남시,종합,91.54090638,2014
743,경기도,군포시,종합,87.18824029,2014
744,경기도,의왕시,종합,89.84617242,2014
745,경기도,안성시,종합,92.97037963,2014
746,경기도,용인시,종합,93.25028206,2014
747,경기도,수원시,종합,91.1423773,2014
748,경기도,부천시,종합,88.37588314,2014
749,경기도,안산시,종합,90.1747407,2014
750,경기도,시흥시,종합,88.43945902,2014
751,경기도,광명시,종합,86.69694755,2014
752,경기도,화성시,종합,96.81786121,2014
753,경기도,오산시,종합,93.21421303,2014
754,경기도,평택시,종합,94.60804628,2014
755,경기도,남양주시,종합,89.77685847,2014
756,경기도,구리시,종합,89.99739954,2014
757,경기도,하남시,종합,87.70209211,2014
758,경기도,광주시,종합,92.53467923,2014
759,경기도,이천시,종합,91.28100827,2014
760,경기도,여주시,종합,95.91438833,2014
761,경기도,김포시,종합,87.6602772,2014
762,경기도,고양시,종합,85.20019151,2014
763,경기도,파주시,종합,88.21318479,2014
764,경기도,포천시,종합,93.32051201,2014
765,경기도,동두천시,종합,90.13128874,2014
766,경기도,양주시,종합,88.44752276,2014
767,경기도,의정부시,종합,89.4416626,2014
768,인천광역시,인천광역시,종합,90.92315418,2014
769,부산광역시,부산광역시,종합,93.38528429,2014
770,대구광역시,대구광역시,종합,95.00718738,2014
771,광주광역시,광주광역시,종합,92.17083011,2014
772,대전광역시,대전광역시,종합,95.8580653,2014
773,울산광역시,울산광역시,종합,98.38464849,2014
774,세종특별자치시,세종특별자치시,종합,104.111676,2014
775,강원도,강원도,종합,94.54758338,2014
776,충청북도,충청북도,종합,95.16689062,2014
777,충청남도,충청남도,종합,99.86204354,2014
778,전라북도,전라북도,종합,97.03254718,2014
779,전라남도,전라남도,종합,96.13043371,2014
780,경상북도,경상북도,종합,99.97406901,2014
781,경상남도,경상남도,종합,100.2961651,2014
782,제주특별자치도,제주특별자치도,종합,93.09663124,2014
783,전국,전국,아파트,91.18172598,2014
784,서울특별시,서울특별시,아파트,85.90359068,2014
785,서울특별시,종로구,아파트,88.65087066,2014
786,서울특별시,중구,아파트,89.95282382,2014
787,서울특별시,용산구,아파트,90.62437432,2014
788,서울특별시,성동구,아파트,84.92889506,2014
789,서울특별시,광진구,아파트,86.23559921,2014
790,서울특별시,동대문구,아파트,84.46888983,2014
791,서울특별시,중랑구,아파트,89.15652215,2014
792,서울특별시,성북구,아파트,86.72011834,2014
793,서울특별시,강북구,아파트,86.93333241,2014
794,서울특별시,도봉구,아파트,88.82361869,2014
795,서울특별시,노원구,아파트,86.14666153,2014
796,서울특별시,은평구,아파트,85.76361132,2014
797,서울특별시,서대문구,아파트,84.29938119,2014
798,서울특별시,마포구,아파트,86.21796789,2014
799,서울특별시,양천구,아파트,85.34893473,2014
800,서울특별시,강서구,아파트,84.25649796,2014
801,서울특별시,구로구,아파트,82.54117891,2014
802,서울특별시,금천구,아파트,85.85429657,2014
803,서울특별시,영등포구,아파트,86.18457429,2014
804,서울특별시,동작구,아파트,85.00374339,2014
805,서울특별시,관악구,아파트,80.79608986,2014
806,서울특별시,서초구,아파트,90.53779679,2014
807,서울특별시,강남구,아파트,85.36201195,2014
808,서울특별시,송파구,아파트,86.81277612,2014
809,서울특별시,강동구,아파트,81.91488098,2014
810,경기도,경기도,아파트,87.34762518,2014
811,경기도,과천시,아파트,94.61110915,2014
812,경기도,안양시,아파트,84.39129042,2014
813,경기도,성남시,아파트,89.3773768,2014
814,경기도,군포시,아파트,86.15942301,2014
815,경기도,의왕시,아파트,89.0810111,2014
816,경기도,안성시,아파트,90.93783517,2014
817,경기도,용인시,아파트,92.35671545,2014
818,경기도,수원시,아파트,89.98188288,2014
819,경기도,부천시,아파트,84.0846907,2014
820,경기도,안산시,아파트,83.65238902,2014
821,경기도,시흥시,아파트,85.20648269,2014
822,경기도,광명시,아파트,83.29307216,2014
823,경기도,화성시,아파트,96.00507764,2014
824,경기도,오산시,아파트,92.89119911,2014
825,경기도,평택시,아파트,91.77675779,2014
826,경기도,남양주시,아파트,86.97384326,2014
827,경기도,구리시,아파트,88.0920317,2014
828,경기도,하남시,아파트,85.04862876,2014
829,경기도,광주시,아파트,87.90292184,2014
830,경기도,이천시,아파트,88.31081819,2014
831,경기도,여주시,아파트,92.50697176,2014
832,경기도,김포시,아파트,85.33245559,2014
833,경기도,고양시,아파트,82.44678751,2014
834,경기도,파주시,아파트,83.63443653,2014
835,경기도,포천시,아파트,83.71085997,2014
836,경기도,동두천시,아파트,83.92552355,2014
837,경기도,양주시,아파트,82.38642626,2014
838,경기도,의정부시,아파트,86.0472781,2014
839,인천광역시,인천광역시,아파트,87.4375851,2014
840,부산광역시,부산광역시,아파트,90.65172401,2014
841,대구광역시,대구광역시,아파트,94.41184291,2014
842,광주광역시,광주광역시,아파트,90.61663449,2014
843,대전광역시,대전광역시,아파트,94.21770245,2014
844,울산광역시,울산광역시,아파트,98.01360079,2014
845,세종특별자치시,세종특별자치시,아파트,106.0039011,2014
846,강원도,강원도,아파트,91.9787879,2014
847,충청북도,충청북도,아파트,92.40449523,2014
848,충청남도,충청남도,아파트,101.0137125,2014
849,전라북도,전라북도,아파트,95.71443067,2014
850,전라남도,전라남도,아파트,94.96150927,2014
851,경상북도,경상북도,아파트,101.3158946,2014
852,경상남도,경상남도,아파트,101.2332029,2014
853,제주특별자치도,제주특별자치도,아파트,88.32770841,2014
854,전국,전국,연립다세대,95.80166783,2014
855,서울특별시,서울특별시,연립다세대,94.07794296,2014
856,경기도,경기도,연립다세대,95.68915442,2014
857,인천광역시,인천광역시,연립다세대,95.48103922,2014
858,부산광역시,부산광역시,연립다세대,97.29199169,2014
859,대구광역시,대구광역시,연립다세대,97.69633016,2014
860,경기도,광주시,연립다세대,97.00631035,2014
861,대전광역시,대전광역시,연립다세대,98.93017911,2014
862,울산광역시,울산광역시,연립다세대,98.07688049,2014
863,세종특별자치시,세종특별자치시,연립다세대,99.94617942,2014
864,강원도,강원도,연립다세대,96.48558815,2014
865,충청북도,충청북도,연립다세대,98.04565954,2014
866,충청남도,충청남도,연립다세대,98.77134648,2014
867,전라북도,전라북도,연립다세대,98.42831031,2014
868,전라남도,전라남도,연립다세대,96.98384663,2014
869,경상북도,경상북도,연립다세대,99.21071769,2014
870,경상남도,경상남도,연립다세대,100.3350318,2014
871,제주특별자치도,제주특별자치도,연립다세대,94.72509552,2014
872,전국,전국,단독주택,98.11557241,2014
873,서울특별시,서울특별시,단독주택,96.82715947,2014
874,경기도,경기도,단독주택,97.84418841,2014
875,인천광역시,인천광역시,단독주택,98.18103822,2014
876,부산광역시,부산광역시,단독주택,98.18166098,2014
877,대구광역시,대구광역시,단독주택,97.08227451,2014
878,광주광역시,광주광역시,단독주택,97.12347209,2014
879,대전광역시,대전광역시,단독주택,100.270477,2014
880,울산광역시,울산광역시,단독주택,99.83163292,2014
881,세종특별자치시,세종특별자치시,단독주택,97.97685678,2014
882,강원도,강원도,단독주택,97.94630703,2014
883,충청북도,충청북도,단독주택,99.26531885,2014
884,충청남도,충청남도,단독주택,98.47449722,2014
885,전라북도,전라북도,단독주택,98.58255801,2014
886,전라남도,전라남도,단독주택,97.55941632,2014
887,경상북도,경상북도,단독주택,98.96360577,2014
888,경상남도,경상남도,단독주택,98.65849966,2014
889,제주특별자치도,제주특별자치도,단독주택,94.8626518,2014
890,전국,전국,종합,98.05334757,2015
891,서울특별시,서울특별시,종합,96.29565548,2015
892,서울특별시,종로구,종합,95.50412436,2015
893,서울특별시,중구,종합,95.7841718,2015
894,서울특별시,용산구,종합,96.23914126,2015
895,서울특별시,성동구,종합,97.22849022,2015
896,서울특별시,광진구,종합,98.19433614,2015
897,서울특별시,동대문구,종합,97.09850975,2015
898,서울특별시,중랑구,종합,97.42839534,2015
899,서울특별시,성북구,종합,96.14237946,2015
900,서울특별시,강북구,종합,98.67113135,2015
901,서울특별시,도봉구,종합,97.53231644,2015
902,서울특별시,노원구,종합,97.81101416,2015
903,서울특별시,은평구,종합,95.48709932,2015
904,서울특별시,서대문구,종합,94.43758178,2015
905,서울특별시,마포구,종합,93.77088331,2015
906,서울특별시,양천구,종합,94.66575192,2015
907,서울특별시,강서구,종합,95.78261338,2015
908,서울특별시,구로구,종합,94.08495011,2015
909,서울특별시,금천구,종합,95.55794209,2015
910,서울특별시,영등포구,종합,95.27056715,2015
911,서울특별시,동작구,종합,94.97078262,2015
912,서울특별시,관악구,종합,93.75435539,2015
913,서울특별시,서초구,종합,100.2810707,2015
914,서울특별시,강남구,종합,96.87426106,2015
915,서울특별시,송파구,종합,97.05214223,2015
916,서울특별시,강동구,종합,96.52301543,2015
917,경기도,경기도,종합,96.95990166,2015
918,경기도,과천시,종합,100.7603241,2015
919,경기도,안양시,종합,96.88715573,2015
920,경기도,성남시,종합,95.96446354,2015
921,경기도,군포시,종합,96.67066139,2015
922,경기도,의왕시,종합,96.1800429,2015
923,경기도,안성시,종합,97.85446482,2015
924,경기도,용인시,종합,98.38275037,2015
925,경기도,수원시,종합,96.89207945,2015
926,경기도,부천시,종합,95.37432654,2015
927,경기도,안산시,종합,98.26003849,2015
928,경기도,시흥시,종합,97.25044368,2015
929,경기도,광명시,종합,92.84353557,2015
930,경기도,화성시,종합,98.30727913,2015
931,경기도,오산시,종합,98.85162047,2015
932,경기도,평택시,종합,98.0461972,2015
933,경기도,남양주시,종합,97.33033758,2015
934,경기도,구리시,종합,98.59074253,2015
935,경기도,하남시,종합,98.80567273,2015
936,경기도,광주시,종합,97.52716056,2015
937,경기도,이천시,종합,97.50951445,2015
938,경기도,여주시,종합,98.06530048,2015
939,경기도,김포시,종합,97.83600684,2015
940,경기도,고양시,종합,95.71083939,2015
941,경기도,파주시,종합,97.26806199,2015
942,경기도,포천시,종합,96.78519538,2015
943,경기도,동두천시,종합,95.97307487,2015
944,경기도,양주시,종합,95.1407474,2015
945,경기도,의정부시,종합,95.79391603,2015
946,인천광역시,인천광역시,종합,96.3741968,2015
947,부산광역시,부산광역시,종합,96.41808365,2015
948,대구광역시,대구광역시,종합,101.5862562,2015
949,광주광역시,광주광역시,종합,98.03050264,2015
950,대전광역시,대전광역시,종합,97.15674128,2015
951,울산광역시,울산광역시,종합,100.4043796,2015
952,세종특별자치시,세종특별자치시,종합,104.1949828,2015
953,강원도,강원도,종합,96.89511627,2015
954,충청북도,충청북도,종합,97.34386134,2015
955,충청남도,충청남도,종합,101.9903427,2015
956,전라북도,전라북도,종합,97.72087078,2015
957,전라남도,전라남도,종합,97.47165936,2015
958,경상북도,경상북도,종합,102.2030104,2015
959,경상남도,경상남도,종합,101.8671705,2015
960,제주특별자치도,제주특별자치도,종합,98.05248177,2015
961,전국,전국,아파트,97.52195909,2015
962,서울특별시,서울특별시,아파트,95.1726648,2015
963,서울특별시,종로구,아파트,93.07963583,2015
964,서울특별시,중구,아파트,94.93351597,2015
965,서울특별시,용산구,아파트,95.43396946,2015
966,서울특별시,성동구,아파트,96.35990811,2015
967,서울특별시,광진구,아파트,96.58288737,2015
968,서울특별시,동대문구,아파트,95.03555117,2015
969,서울특별시,중랑구,아파트,96.04309841,2015
970,서울특별시,성북구,아파트,94.70807688,2015
971,서울특별시,강북구,아파트,96.91326009,2015
972,서울특별시,도봉구,아파트,96.82931159,2015
973,서울특별시,노원구,아파트,97.57024383,2015
974,서울특별시,은평구,아파트,92.25736951,2015
975,서울특별시,서대문구,아파트,91.83569548,2015
976,서울특별시,마포구,아파트,91.87571688,2015
977,서울특별시,양천구,아파트,93.69501768,2015
978,서울특별시,강서구,아파트,94.10417635,2015
979,서울특별시,구로구,아파트,91.99740484,2015
980,서울특별시,금천구,아파트,92.56235115,2015
981,서울특별시,영등포구,아파트,94.05594979,2015
982,서울특별시,동작구,아파트,93.05063426,2015
983,서울특별시,관악구,아파트,88.51135803,2015
984,서울특별시,서초구,아파트,100.848847,2015
985,서울특별시,강남구,아파트,96.21195398,2015
986,서울특별시,송파구,아파트,96.44637065,2015
987,서울특별시,강동구,아파트,96.06160214,2015
988,경기도,경기도,아파트,96.06070942,2015
989,경기도,과천시,아파트,101.1979479,2015
990,경기도,안양시,아파트,95.35456608,2015
991,경기도,성남시,아파트,94.95753636,2015
992,경기도,군포시,아파트,96.38576632,2015
993,경기도,의왕시,아파트,96.53780095,2015
994,경기도,안성시,아파트,96.88667156,2015
995,경기도,용인시,아파트,98.21189377,2015
996,경기도,수원시,아파트,96.5516124,2015
997,경기도,부천시,아파트,93.63812774,2015
998,경기도,안산시,아파트,97.09257525,2015
999,경기도,시흥시,아파트,96.34892767,2015
1000,경기도,광명시,아파트,91.92865638,2015
1001,경기도,화성시,아파트,97.79948212,2015
1002,경기도,오산시,아파트,98.9070712,2015
1003,경기도,평택시,아파트,97.12164984,2015
1004,경기도,남양주시,아파트,96.47096045,2015
1005,경기도,구리시,아파트,98.30092513,2015
1006,경기도,하남시,아파트,98.47879857,2015
1007,경기도,광주시,아파트,94.8476363,2015
1008,경기도,이천시,아파트,96.33742874,2015
1009,경기도,여주시,아파트,96.88384774,2015
1010,경기도,김포시,아파트,97.30384583,2015
1011,경기도,고양시,아파트,94.72121748,2015
1012,경기도,파주시,아파트,95.90877548,2015
1013,경기도,포천시,아파트,93.56118805,2015
1014,경기도,동두천시,아파트,93.20194965,2015
1015,경기도,양주시,아파트,92.98666838,2015
1016,경기도,의정부시,아파트,94.67164439,2015
1017,인천광역시,인천광역시,아파트,94.89995408,2015
1018,부산광역시,부산광역시,아파트,94.92343883,2015
1019,대구광역시,대구광역시,아파트,102.3804958,2015
1020,광주광역시,광주광역시,아파트,97.83339258,2015
1021,대전광역시,대전광역시,아파트,95.98466404,2015
1022,울산광역시,울산광역시,아파트,100.489447,2015
1023,세종특별자치시,세종특별자치시,아파트,105.7580486,2015
1024,강원도,강원도,아파트,95.38404881,2015
1025,충청북도,충청북도,아파트,95.97770771,2015
1026,충청남도,충청남도,아파트,104.1642513,2015
1027,전라북도,전라북도,아파트,96.94876826,2015
1028,전라남도,전라남도,아파트,96.60445884,2015
1029,경상북도,경상북도,아파트,104.9984697,2015
1030,경상남도,경상남도,아파트,103.2071808,2015
1031,제주특별자치도,제주특별자치도,아파트,97.31476581,2015
1032,전국,전국,연립다세대,98.3930324,2015
1033,서울특별시,서울특별시,연립다세대,97.24154635,2015
1034,경기도,경기도,연립다세대,98.45579659,2015
1035,인천광역시,인천광역시,연립다세대,98.42763827,2015
1036,부산광역시,부산광역시,연립다세대,98.60425317,2015
1037,대구광역시,대구광역시,연립다세대,100.5131454,2015
1038,경기도,광주시,연립다세대,98.86694571,2015
1039,대전광역시,대전광역시,연립다세대,99.51143458,2015
1040,울산광역시,울산광역시,연립다세대,99.89566259,2015
1041,세종특별자치시,세종특별자치시,연립다세대,100.6090085,2015
1042,강원도,강원도,연립다세대,98.1725235,2015
1043,충청북도,충청북도,연립다세대,98.94748809,2015
1044,충청남도,충청남도,연립다세대,100.6042982,2015
1045,전라북도,전라북도,연립다세대,98.63915927,2015
1046,전라남도,전라남도,연립다세대,99.06612339,2015
1047,경상북도,경상북도,연립다세대,100.8895043,2015
1048,경상남도,경상남도,연립다세대,101.5271904,2015
1049,제주특별자치도,제주특별자치도,연립다세대,98.92898269,2015
1050,전국,전국,단독주택,99.12823193,2015
1051,서울특별시,서울특별시,단독주택,98.51690107,2015
1052,경기도,경기도,단독주택,99.1891316,2015
1053,인천광역시,인천광역시,단독주택,98.81914441,2015
1054,부산광역시,부산광역시,단독주택,98.77432838,2015
1055,대구광역시,대구광역시,단독주택,99.86666061,2015
1056,광주광역시,광주광역시,단독주택,98.50920032,2015
1057,대전광역시,대전광역시,단독주택,100.1522284,2015
1058,울산광역시,울산광역시,단독주택,100.4664111,2015
1059,세종특별자치시,세종특별자치시,단독주택,98.28585948,2015
1060,강원도,강원도,단독주택,98.90648812,2015
1061,충청북도,충청북도,단독주택,99.11102204,2015
1062,충청남도,충청남도,단독주택,99.56153241,2015
1063,전라북도,전라북도,단독주택,98.63160081,2015
1064,전라남도,전라남도,단독주택,98.43725789,2015
1065,경상북도,경상북도,단독주택,99.83762672,2015
1066,경상남도,경상남도,단독주택,99.6084697,2015
1067,제주특별자치도,제주특별자치도,단독주택,97.97722709,2015
1068,전국,전국,종합,99.34791687,2016
1069,서울특별시,서울특별시,종합,98.17470495,2016
1070,서울특별시,종로구,종합,97.48024951,2016
1071,서울특별시,중구,종합,97.54172764,2016
1072,서울특별시,용산구,종합,98.44522327,2016
1073,서울특별시,성동구,종합,98.99407232,2016
1074,서울특별시,광진구,종합,99.25808146,2016
1075,서울특별시,동대문구,종합,99.12157812,2016
1076,서울특별시,중랑구,종합,98.78867542,2016
1077,서울특별시,성북구,종합,98.54012622,2016
1078,서울특별시,강북구,종합,99.83078964,2016
1079,서울특별시,도봉구,종합,99.78824142,2016
1080,서울특별시,노원구,종합,99.414345,2016
1081,서울특별시,은평구,종합,97.91012497,2016
1082,서울특별시,서대문구,종합,97.42679358,2016
1083,서울특별시,마포구,종합,97.31911592,2016
1084,서울특별시,양천구,종합,97.98414867,2016
1085,서울특별시,강서구,종합,98.26343572,2016
1086,서울특별시,구로구,종합,97.54987755,2016
1087,서울특별시,금천구,종합,97.81856764,2016
1088,서울특별시,영등포구,종합,98.07730123,2016
1089,서울특별시,동작구,종합,97.31884175,2016
1090,서울특별시,관악구,종합,96.82382844,2016
1091,서울특별시,서초구,종합,100.2220624,2016
1092,서울특별시,강남구,종합,97.73238233,2016
1093,서울특별시,송파구,종합,97.12168942,2016
1094,서울특별시,강동구,종합,96.0046922,2016
1095,경기도,경기도,종합,98.95309898,2016
1096,경기도,과천시,종합,102.2045494,2016
1097,경기도,안양시,종합,98.99080371,2016
1098,경기도,성남시,종합,97.1377001,2016
1099,경기도,군포시,종합,99.2839491,2016
1100,경기도,의왕시,종합,98.43052819,2016
1101,경기도,안성시,종합,98.71525588,2016
1102,경기도,용인시,종합,99.65481871,2016
1103,경기도,수원시,종합,98.88324898,2016
1104,경기도,부천시,종합,98.18053628,2016
1105,경기도,안산시,종합,99.36274385,2016
1106,경기도,시흥시,종합,99.18569091,2016
1107,경기도,광명시,종합,95.99661585,2016
1108,경기도,화성시,종합,99.70160139,2016
1109,경기도,오산시,종합,99.94151665,2016
1110,경기도,평택시,종합,99.80707766,2016
1111,경기도,남양주시,종합,99.12522574,2016
1112,경기도,구리시,종합,99.72022971,2016
1113,경기도,하남시,종합,97.9585551,2016
1114,경기도,광주시,종합,98.69208449,2016
1115,경기도,이천시,종합,99.45019096,2016
1116,경기도,여주시,종합,99.08612506,2016
1117,경기도,김포시,종합,99.9727941,2016
1118,경기도,고양시,종합,99.4104577,2016
1119,경기도,파주시,종합,99.76045852,2016
1120,경기도,포천시,종합,98.5572701,2016
1121,경기도,동두천시,종합,98.26961592,2016
1122,경기도,양주시,종합,98.54366564,2016
1123,경기도,의정부시,종합,98.87770765,2016
1124,인천광역시,인천광역시,종합,98.54337506,2016
1125,부산광역시,부산광역시,종합,99.21883043,2016
1126,대구광역시,대구광역시,종합,99.97602833,2016
