,지역(1),지역(2),법인+일반,법인,개인사업자(일반),연도
1018,서울,영등포구,72525.0,19001.0,53524.0,2014
1019,서울,용산구,32585.0,7355.0,25230.0,2014
1020,서울,은평구,24475.0,2546.0,21929.0,2014
1021,서울,종로구,52296.0,9389.0,42907.0,2014
1022,서울,중구,91948.0,13099.0,78849.0,2014
1023,서울,중랑구,22936.0,2289.0,20647.0,2014
1024,인천,소계,212802.0,31349.0,181453.0,2014
1025,인천,강화군,4095.0,720.0,3375.0,2014
1026,인천,계양구,19284.0,2453.0,16831.0,2014
1027,인천,남동구,42958.0,7010.0,35948.0,2014
1028,인천,동구,9718.0,1450.0,8268.0,2014
1029,인천,미추홀구,28357.0,3423.0,24934.0,2014
1030,인천,부평구,31689.0,4119.0,27570.0,2014
1031,인천,서구,38022.0,5949.0,32073.0,2014
1032,인천,연수구,20723.0,3229.0,17494.0,2014
1033,인천,옹진군,1143.0,233.0,910.0,2014
1034,인천,중구,16813.0,2763.0,14050.0,2014
1035,경기,소계,1029637.0,170234.0,859403.0,2014
1036,경기,가평군,4209.0,839.0,3370.0,2014
1037,경기,고양시,81581.0,13002.0,68579.0,2014
1038,경기,과천시,4278.0,899.0,3379.0,2014
1039,경기,광명시,19598.0,2554.0,17044.0,2014
1040,경기,광주시,30973.0,6022.0,24951.0,2014
1041,경기,구리시,13557.0,2271.0,11286.0,2014
1042,경기,군포시,19602.0,3261.0,16341.0,2014
1043,경기,김포시,34466.0,6724.0,27742.0,2014
1044,경기,남양주시,42855.0,5712.0,37143.0,2014
1045,경기,동두천시,5288.0,651.0,4637.0,2014
1046,경기,부천시,72936.0,9133.0,63803.0,2014
1047,경기,성남시,82187.0,17360.0,64827.0,2014
1048,경기,수원시,81251.0,10638.0,70613.0,2014
1049,경기,시흥시,51006.0,7684.0,43322.0,2014
1050,경기,안산시,64445.0,11039.0,53406.0,2014
1051,경기,안성시,15758.0,3303.0,12455.0,2014
1052,경기,안양시,52290.0,9586.0,42704.0,2014
1053,경기,양주시,17236.0,2764.0,14472.0,2014
1054,경기,양평군,6478.0,1239.0,5239.0,2014
1055,경기,여주시,11802.0,1720.0,10082.0,2014
1056,경기,연천군,6301.0,636.0,5665.0,2014
1057,경기,오산시,12990.0,1771.0,11219.0,2014
1058,경기,용인시,65201.0,11447.0,53754.0,2014
1059,경기,의왕시,9443.0,1708.0,7735.0,2014
1060,경기,의정부시,24823.0,2623.0,22200.0,2014
1061,경기,이천시,17278.0,2967.0,14311.0,2014
1062,경기,파주시,33994.0,6188.0,27806.0,2014
1063,경기,평택시,36568.0,6341.0,30227.0,2014
1064,경기,포천시,21279.0,3404.0,17875.0,2014
1065,경기,하남시,17377.0,3038.0,14339.0,2014
1066,경기,화성시,72587.0,13710.0,58877.0,2014
1067,강원,소계,99498.0,17929.0,81569.0,2014
1068,강원,강릉시,14116.0,2404.0,11712.0,2014
1069,강원,고성군,1641.0,403.0,1238.0,2014
1070,강원,동해시,6118.0,890.0,5228.0,2014
1071,강원,삼척시,3847.0,804.0,3043.0,2014
1072,강원,속초시,5539.0,663.0,4876.0,2014
1073,강원,양구군,1215.0,309.0,906.0,2014
1074,강원,양양군,1848.0,366.0,1482.0,2014
1075,강원,영월군,2538.0,617.0,1921.0,2014
1076,강원,원주시,22851.0,3757.0,19094.0,2014
1077,강원,인제군,1980.0,474.0,1506.0,2014
1078,강원,정선군,2530.0,651.0,1879.0,2014
1079,강원,철원군,2170.0,448.0,1722.0,2014
1080,강원,춘천시,18185.0,2912.0,15273.0,2014
1081,강원,태백시,2562.0,475.0,2087.0,2014
1082,강원,평창군,3622.0,858.0,2764.0,2014
1083,강원,홍천군,4561.0,847.0,3714.0,2014
1084,강원,화천군,1186.0,317.0,869.0,2014
1085,강원,횡성군,2989.0,734.0,2255.0,2014
1086,대전,소계,103891.0,16758.0,87133.0,2014
1087,대전,대덕구,17820.0,2817.0,15003.0,2014
1088,대전,동구,13845.0,1766.0,12079.0,2014
1089,대전,서구,31265.0,4795.0,26470.0,2014
1090,대전,유성구,22754.0,4956.0,17798.0,2014
1091,대전,중구,18207.0,2424.0,15783.0,2014
1092,충북,소계,108845.0,21069.0,87776.0,2014
1093,충북,괴산군,2132.0,699.0,1433.0,2014
1094,충북,단양군,1972.0,462.0,1510.0,2014
1095,충북,보은군,2146.0,516.0,1630.0,2014
1096,충북,영동군,2195.0,591.0,1604.0,2014
1097,충북,옥천군,3971.0,828.0,3143.0,2014
1098,충북,음성군,8639.0,2510.0,6129.0,2014
1099,충북,제천시,9609.0,1612.0,7997.0,2014
1100,충북,증평군,2281.0,332.0,1949.0,2014
1101,충북,진천군,6300.0,1492.0,4808.0,2014
1102,충북,청원군,,,,2014
1103,충북,청주시,55815.0,9677.0,46138.0,2014
1104,충북,충주시,13785.0,2350.0,11435.0,2014
1105,충남,소계,142272.0,27447.0,114825.0,2014
1106,충남,계룡시,1634.0,293.0,1341.0,2014
1107,충남,공주시,7671.0,1510.0,6161.0,2014
1108,충남,금산군,4556.0,1133.0,3423.0,2014
1109,충남,논산시,7996.0,1626.0,6370.0,2014
1110,충남,당진시,12716.0,2638.0,10078.0,2014
1111,충남,보령시,6683.0,1436.0,5247.0,2014
1112,충남,부여군,3883.0,993.0,2890.0,2014
1113,충남,서산시,10432.0,1665.0,8767.0,2014
1114,충남,서천군,3264.0,717.0,2547.0,2014
1115,충남,아산시,20405.0,4040.0,16365.0,2014
1116,충남,연기군,,,,2014
1117,충남,예산군,5400.0,1060.0,4340.0,2014
1118,충남,천안시,45516.0,7863.0,37653.0,2014
1119,충남,청양군,1909.0,468.0,1441.0,2014
1120,충남,태안군,4106.0,887.0,3219.0,2014
1121,충남,홍성군,6101.0,1118.0,4983.0,2014
1122,충남,당진군,,,,2014
1123,세종,세종,14668.0,2719.0,11949.0,2014
1124,광주,소계,101326.0,20154.0,81172.0,2014
1125,광주,광산구,29094.0,5684.0,23410.0,2014
1126,광주,남구,8906.0,1718.0,7188.0,2014
1127,광주,동구,10999.0,2180.0,8819.0,2014
1128,광주,북구,27229.0,5511.0,21718.0,2014
1129,광주,서구,25098.0,5061.0,20037.0,2014
1130,전북,소계,121897.0,24166.0,97731.0,2014
1131,전북,고창군,3120.0,886.0,2234.0,2014
1132,전북,군산시,18933.0,3603.0,15330.0,2014
1133,전북,김제시,6012.0,1611.0,4401.0,2014
1134,전북,남원시,5750.0,1154.0,4596.0,2014
1135,전북,무주군,1717.0,431.0,1286.0,2014
1136,전북,부안군,3174.0,768.0,2406.0,2014
1137,전북,순창군,1581.0,477.0,1104.0,2014
1138,전북,완주군,6902.0,1547.0,5355.0,2014
1139,전북,익산시,18918.0,3542.0,15376.0,2014
1140,전북,임실군,1862.0,509.0,1353.0,2014
1141,전북,장수군,1111.0,302.0,809.0,2014
1142,전북,전주시,43809.0,7361.0,36448.0,2014
1143,전북,정읍시,7601.0,1519.0,6082.0,2014
1144,전북,진안군,1407.0,456.0,951.0,2014
1145,전남,소계,120985.0,28322.0,92663.0,2014
1146,전남,강진군,2744.0,595.0,2149.0,2014
1147,전남,고흥군,3411.0,1150.0,2261.0,2014
1148,전남,곡성군,1954.0,588.0,1366.0,2014
1149,전남,광양시,10536.0,2269.0,8267.0,2014
1150,전남,구례군,1410.0,416.0,994.0,2014
1151,전남,나주시,8316.0,2062.0,6254.0,2014
1152,전남,담양군,4170.0,1180.0,2990.0,2014
1153,전남,목포시,15859.0,2316.0,13543.0,2014
1154,전남,무안군,4989.0,1221.0,3768.0,2014
1155,전남,보성군,2570.0,685.0,1885.0,2014
1156,전남,순천시,17980.0,2841.0,15139.0,2014
1157,전남,신안군,1573.0,562.0,1011.0,2014
1158,전남,여수시,17030.0,3177.0,13853.0,2014
1159,전남,영광군,3339.0,970.0,2369.0,2014
1160,전남,영암군,4891.0,1880.0,3011.0,2014
1161,전남,완도군,2667.0,802.0,1865.0,2014
1162,전남,장성군,3356.0,1129.0,2227.0,2014
1163,전남,장흥군,2177.0,726.0,1451.0,2014
1164,전남,진도군,1531.0,500.0,1031.0,2014
1165,전남,함평군,2288.0,739.0,1549.0,2014
1166,전남,해남군,4217.0,1284.0,2933.0,2014
1167,전남,화순군,3977.0,1230.0,2747.0,2014
1168,대구,소계,177578.0,23456.0,154122.0,2014
1169,대구,남구,9329.0,1284.0,8045.0,2014
1170,대구,달서구,38861.0,5129.0,33732.0,2014
1171,대구,달성군,15071.0,2174.0,12897.0,2014
1172,대구,동구,22112.0,3012.0,19100.0,2014
1173,대구,북구,36714.0,4073.0,32641.0,2014
1174,대구,서구,15230.0,1919.0,13311.0,2014
1175,대구,수성구,20969.0,3471.0,17498.0,2014
1176,대구,중구,19292.0,2394.0,16898.0,2014
1177,경북,소계,175834.0,31823.0,144011.0,2014
1178,경북,경산시,17225.0,2860.0,14365.0,2014
1179,경북,경주시,19170.0,3648.0,15522.0,2014
1180,경북,고령군,3567.0,797.0,2770.0,2014
1181,경북,구미시,28206.0,4414.0,23792.0,2014
1182,경북,군위군,1393.0,415.0,978.0,2014
1183,경북,김천시,7905.0,1338.0,6567.0,2014
1184,경북,문경시,3907.0,717.0,3190.0,2014
1185,경북,봉화군,1315.0,443.0,872.0,2014
1186,경북,상주시,6054.0,1039.0,5015.0,2014
1187,경북,성주군,4535.0,1033.0,3502.0,2014
1188,경북,안동시,10519.0,1740.0,8779.0,2014
1189,경북,영덕군,2207.0,504.0,1703.0,2014
1190,경북,영양군,687.0,226.0,461.0,2014
1191,경북,영주시,6671.0,966.0,5705.0,2014
1192,경북,영천시,8167.0,1711.0,6456.0,2014
1193,경북,예천군,1758.0,467.0,1291.0,2014
1194,경북,울릉군,570.0,155.0,415.0,2014
1195,경북,울진군,2598.0,582.0,2016.0,2014
1196,경북,의성군,2830.0,670.0,2160.0,2014
1197,경북,청도군,2064.0,601.0,1463.0,2014
1198,경북,청송군,1290.0,398.0,892.0,2014
1199,경북,칠곡군,10709.0,1944.0,8765.0,2014
1200,경북,포항시,32487.0,5155.0,27332.0,2014
1201,부산,소계,260817.0,40784.0,220033.0,2014
1202,부산,강서구,19508.0,4037.0,15471.0,2014
1203,부산,금정구,17144.0,2403.0,14741.0,2014
1204,부산,기장군,9898.0,1890.0,8008.0,2014
1205,부산,남구,15673.0,2110.0,13563.0,2014
1206,부산,동구,11698.0,2259.0,9439.0,2014
1207,부산,동래구,16770.0,2317.0,14453.0,2014
1208,부산,부산진구,30419.0,4134.0,26285.0,2014
1209,부산,북구,11529.0,1129.0,10400.0,2014
1210,부산,사상구,28920.0,4097.0,24823.0,2014
1211,부산,사하구,17462.0,2556.0,14906.0,2014
1212,부산,서구,6259.0,1345.0,4914.0,2014
1213,부산,수영구,11079.0,1511.0,9568.0,2014
1214,부산,연제구,14597.0,2387.0,12210.0,2014
1215,부산,영도구,6302.0,944.0,5358.0,2014
1216,부산,중구,14398.0,2903.0,11495.0,2014
1217,부산,해운대구,29161.0,4762.0,24399.0,2014
1218,울산,소계,72630.0,11246.0,61384.0,2014
1219,울산,남구,28969.0,4395.0,24574.0,2014
1220,울산,동구,6481.0,763.0,5718.0,2014
1221,울산,북구,10558.0,1560.0,8998.0,2014
1222,울산,울주군,15282.0,3295.0,11987.0,2014
1223,울산,중구,11340.0,1233.0,10107.0,2014
1224,경남,소계,228428.0,37076.0,191352.0,2014
1225,경남,거제시,13530.0,1818.0,11712.0,2014
1226,경남,거창군,3728.0,773.0,2955.0,2014
1227,경남,고성군,3246.0,710.0,2536.0,2014
1228,경남,김해시,44961.0,7472.0,37489.0,2014
1229,경남,남해군,2045.0,409.0,1636.0,2014
1230,경남,밀양시,7326.0,1277.0,6049.0,2014
1231,경남,사천시,6699.0,1224.0,5475.0,2014
1232,경남,산청군,2291.0,639.0,1652.0,2014
1233,경남,양산시,24533.0,3430.0,21103.0,2014
1234,경남,의령군,1823.0,460.0,1363.0,2014
1235,경남,진주시,21808.0,2966.0,18842.0,2014
1236,경남,창녕군,3455.0,961.0,2494.0,2014
1237,경남,창원시,70558.0,10499.0,60059.0,2014
1238,경남,통영시,7479.0,964.0,6515.0,2014
1239,경남,하동군,2813.0,641.0,2172.0,2014
1240,경남,함안군,7661.0,1697.0,5964.0,2014
1241,경남,함양군,2031.0,572.0,1459.0,2014
1242,경남,합천군,2441.0,564.0,1877.0,2014
1243,제주,소계,46267.0,9910.0,36357.0,2014
1244,제주,제주시,34798.0,7757.0,27041.0,2014
1245,제주,서귀포시,11469.0,2153.0,9316.0,2014
1246,지역별,소계,4316156.0,798255.0,3517901.0,2015
1247,서울,소계,1070845.0,237312.0,833533.0,2015
1248,서울,강남구,123759.0,46006.0,77753.0,2015
1249,서울,강동구,29812.0,4714.0,25098.0,2015
1250,서울,강북구,16584.0,1715.0,14869.0,2015
1251,서울,강서구,48051.0,7399.0,40652.0,2015
1252,서울,관악구,28968.0,3806.0,25162.0,2015
1253,서울,광진구,28416.0,5057.0,23359.0,2015
1254,서울,구로구,50106.0,11566.0,38540.0,2015
1255,서울,금천구,36796.0,12217.0,24579.0,2015
1256,서울,노원구,23961.0,3003.0,20958.0,2015
1257,서울,도봉구,15182.0,1858.0,13324.0,2015
1258,서울,동대문구,35841.0,4989.0,30852.0,2015
1259,서울,동작구,19636.0,3204.0,16432.0,2015
1260,서울,마포구,54487.0,14087.0,40400.0,2015
1261,서울,서대문구,22757.0,3287.0,19470.0,2015
1262,서울,서초구,82017.0,25504.0,56513.0,2015
1263,서울,성동구,30214.0,7705.0,22509.0,2015
1264,서울,성북구,23365.0,3180.0,20185.0,2015
1265,서울,송파구,65892.0,15407.0,50485.0,2015
1266,서울,양천구,27762.0,4281.0,23481.0,2015
1267,서울,영등포구,75633.0,21489.0,54144.0,2015
1268,서울,용산구,33535.0,7805.0,25730.0,2015
1269,서울,은평구,26894.0,2841.0,24053.0,2015
1270,서울,종로구,53791.0,9939.0,43852.0,2015
1271,서울,중구,92917.0,13774.0,79143.0,2015
1272,서울,중랑구,24469.0,2479.0,21990.0,2015
1273,인천,소계,226858.0,33925.0,192933.0,2015
1274,인천,강화군,4381.0,785.0,3596.0,2015
1275,인천,계양구,20566.0,2787.0,17779.0,2015
1276,인천,남동구,45343.0,7410.0,37933.0,2015
1277,인천,동구,9847.0,1490.0,8357.0,2015
1278,인천,미추홀구,29285.0,3559.0,25726.0,2015
1279,인천,부평구,33198.0,4394.0,28804.0,2015
1280,인천,서구,41210.0,6518.0,34692.0,2015
1281,인천,연수구,23001.0,3705.0,19296.0,2015
1282,인천,옹진군,1176.0,253.0,923.0,2015
1283,인천,중구,18851.0,3024.0,15827.0,2015
1284,경기,소계,1110203.0,186133.0,924070.0,2015
1285,경기,가평군,4541.0,900.0,3641.0,2015
1286,경기,고양시,87281.0,13983.0,73298.0,2015
1287,경기,과천시,4450.0,987.0,3463.0,2015
1288,경기,광명시,21957.0,2780.0,19177.0,2015
1289,경기,광주시,33295.0,6563.0,26732.0,2015
1290,경기,구리시,14526.0,2406.0,12120.0,2015
1291,경기,군포시,20780.0,3466.0,17314.0,2015
1292,경기,김포시,38645.0,7706.0,30939.0,2015
1293,경기,남양주시,47249.0,6500.0,40749.0,2015
1294,경기,동두천시,5528.0,722.0,4806.0,2015
1295,경기,부천시,74938.0,9802.0,65136.0,2015
1296,경기,성남시,88426.0,18943.0,69483.0,2015
1297,경기,수원시,88041.0,11716.0,76325.0,2015
1298,경기,시흥시,54509.0,8305.0,46204.0,2015
1299,경기,안산시,67972.0,11780.0,56192.0,2015
1300,경기,안성시,16724.0,3516.0,13208.0,2015
1301,경기,안양시,54419.0,10237.0,44182.0,2015
1302,경기,양주시,18378.0,3127.0,15251.0,2015
1303,경기,양평군,7155.0,1370.0,5785.0,2015
1304,경기,여주시,12548.0,1835.0,10713.0,2015
1305,경기,연천군,6576.0,687.0,5889.0,2015
1306,경기,오산시,13734.0,1840.0,11894.0,2015
1307,경기,용인시,71318.0,12884.0,58434.0,2015
1308,경기,의왕시,10237.0,1986.0,8251.0,2015
1309,경기,의정부시,26907.0,2926.0,23981.0,2015
1310,경기,이천시,18370.0,3142.0,15228.0,2015
1311,경기,파주시,36831.0,6907.0,29924.0,2015
1312,경기,평택시,41477.0,6991.0,34486.0,2015
1313,경기,포천시,22132.0,3506.0,18626.0,2015
1314,경기,하남시,20137.0,3315.0,16822.0,2015
1315,경기,화성시,81122.0,15305.0,65817.0,2015
1316,강원,소계,107123.0,19250.0,87873.0,2015
1317,강원,강릉시,14802.0,2511.0,12291.0,2015
1318,강원,고성군,1753.0,458.0,1295.0,2015
1319,강원,동해시,6436.0,952.0,5484.0,2015
1320,강원,삼척시,3998.0,852.0,3146.0,2015
1321,강원,속초시,6021.0,722.0,5299.0,2015
1322,강원,양구군,1360.0,332.0,1028.0,2015
1323,강원,양양군,1971.0,394.0,1577.0,2015
1324,강원,영월군,2664.0,634.0,2030.0,2015
1325,강원,원주시,25341.0,4182.0,21159.0,2015
1326,강원,인제군,2120.0,517.0,1603.0,2015
1327,강원,정선군,2846.0,642.0,2204.0,2015
1328,강원,철원군,2306.0,486.0,1820.0,2015
1329,강원,춘천시,19681.0,3160.0,16521.0,2015
1330,강원,태백시,2851.0,507.0,2344.0,2015
1331,강원,평창군,3779.0,866.0,2913.0,2015
1332,강원,홍천군,4761.0,921.0,3840.0,2015
1333,강원,화천군,1309.0,341.0,968.0,2015
1334,강원,횡성군,3124.0,773.0,2351.0,2015
1335,대전,소계,109815.0,18224.0,91591.0,2015
1336,대전,대덕구,18525.0,2958.0,15567.0,2015
1337,대전,동구,14257.0,1855.0,12402.0,2015
1338,대전,서구,33271.0,5229.0,28042.0,2015
1339,대전,유성구,24986.0,5639.0,19347.0,2015
1340,대전,중구,18776.0,2543.0,16233.0,2015
1341,충북,소계,118105.0,23049.0,95056.0,2015
1342,충북,괴산군,2436.0,778.0,1658.0,2015
1343,충북,단양군,2110.0,506.0,1604.0,2015
1344,충북,보은군,2323.0,553.0,1770.0,2015
1345,충북,영동군,2321.0,621.0,1700.0,2015
1346,충북,옥천군,4211.0,895.0,3316.0,2015
1347,충북,음성군,9782.0,2785.0,6997.0,2015
1348,충북,제천시,10136.0,1752.0,8384.0,2015
1349,충북,증평군,2418.0,357.0,2061.0,2015
1350,충북,진천군,6926.0,1614.0,5312.0,2015
1351,충북,청원군,,,,2015
1352,충북,청주시,60745.0,10613.0,50132.0,2015
1353,충북,충주시,14697.0,2575.0,12122.0,2015
1354,충남,소계,153929.0,29833.0,124096.0,2015
1355,충남,계룡시,1790.0,336.0,1454.0,2015
1356,충남,공주시,8204.0,1653.0,6551.0,2015
1357,충남,금산군,4892.0,1261.0,3631.0,2015
1358,충남,논산시,8510.0,1726.0,6784.0,2015
1359,충남,당진시,13763.0,2868.0,10895.0,2015
1360,충남,보령시,7131.0,1460.0,5671.0,2015
1361,충남,부여군,4074.0,1024.0,3050.0,2015
1362,충남,서산시,11194.0,1882.0,9312.0,2015
1363,충남,서천군,3581.0,766.0,2815.0,2015
1364,충남,아산시,22363.0,4449.0,17914.0,2015
1365,충남,연기군,,,,2015
1366,충남,예산군,5778.0,1167.0,4611.0,2015
1367,충남,천안시,49416.0,8516.0,40900.0,2015
1368,충남,청양군,2111.0,518.0,1593.0,2015
1369,충남,태안군,4360.0,975.0,3385.0,2015
1370,충남,홍성군,6762.0,1232.0,5530.0,2015
1371,충남,당진군,,,,2015
1372,세종,세종,19976.0,3112.0,16864.0,2015
1373,광주,소계,107429.0,22271.0,85158.0,2015
1374,광주,광산구,30673.0,6309.0,24364.0,2015
1375,광주,남구,9751.0,1894.0,7857.0,2015
1376,광주,동구,11422.0,2363.0,9059.0,2015
1377,광주,북구,28443.0,6044.0,22399.0,2015
1378,광주,서구,27140.0,5661.0,21479.0,2015
1379,전북,소계,129909.0,26425.0,103484.0,2015
1380,전북,고창군,3307.0,941.0,2366.0,2015
1381,전북,군산시,19962.0,3917.0,16045.0,2015
1382,전북,김제시,6304.0,1701.0,4603.0,2015
1383,전북,남원시,6024.0,1229.0,4795.0,2015
1384,전북,무주군,1811.0,468.0,1343.0,2015
1385,전북,부안군,3345.0,828.0,2517.0,2015
1386,전북,순창군,1690.0,534.0,1156.0,2015
1387,전북,완주군,7713.0,1730.0,5983.0,2015
1388,전북,익산시,20215.0,3858.0,16357.0,2015
1389,전북,임실군,1944.0,554.0,1390.0,2015
1390,전북,장수군,1190.0,323.0,867.0,2015
1391,전북,전주시,46942.0,8194.0,38748.0,2015
1392,전북,정읍시,7934.0,1630.0,6304.0,2015
1393,전북,진안군,1528.0,518.0,1010.0,2015
1394,전남,소계,129150.0,30571.0,98579.0,2015
1395,전남,강진군,2820.0,658.0,2162.0,2015
1396,전남,고흥군,3492.0,1149.0,2343.0,2015
1397,전남,곡성군,2036.0,615.0,1421.0,2015
1398,전남,광양시,11117.0,2422.0,8695.0,2015
1399,전남,구례군,1453.0,440.0,1013.0,2015
1400,전남,나주시,10360.0,2389.0,7971.0,2015
1401,전남,담양군,4534.0,1312.0,3222.0,2015
1402,전남,목포시,16776.0,2564.0,14212.0,2015
1403,전남,무안군,5384.0,1365.0,4019.0,2015
1404,전남,보성군,2666.0,715.0,1951.0,2015
1405,전남,순천시,18824.0,3052.0,15772.0,2015
1406,전남,신안군,1615.0,582.0,1033.0,2015
1407,전남,여수시,18034.0,3401.0,14633.0,2015
1408,전남,영광군,3490.0,1034.0,2456.0,2015
1409,전남,영암군,5179.0,2019.0,3160.0,2015
1410,전남,완도군,2876.0,885.0,1991.0,2015
1411,전남,장성군,3593.0,1218.0,2375.0,2015
1412,전남,장흥군,2263.0,776.0,1487.0,2015
1413,전남,진도군,1647.0,543.0,1104.0,2015
1414,전남,함평군,2270.0,785.0,1485.0,2015
1415,전남,해남군,4515.0,1375.0,3140.0,2015
1416,전남,화순군,4206.0,1272.0,2934.0,2015
1417,대구,소계,188626.0,25647.0,162979.0,2015
1418,대구,남구,9712.0,1431.0,8281.0,2015
1419,대구,달서구,40955.0,5583.0,35372.0,2015
1420,대구,달성군,16953.0,2449.0,14504.0,2015
1421,대구,동구,24079.0,3388.0,20691.0,2015
1422,대구,북구,38779.0,4394.0,34385.0,2015
1423,대구,서구,15794.0,2002.0,13792.0,2015
1424,대구,수성구,22531.0,3844.0,18687.0,2015
1425,대구,중구,19823.0,2556.0,17267.0,2015
1426,경북,소계,188791.0,34570.0,154221.0,2015
1427,경북,경산시,18606.0,3133.0,15473.0,2015
1428,경북,경주시,20204.0,3931.0,16273.0,2015
1429,경북,고령군,3808.0,836.0,2972.0,2015
1430,경북,구미시,30097.0,4905.0,25192.0,2015
1431,경북,군위군,1569.0,452.0,1117.0,2015
1432,경북,김천시,9137.0,1516.0,7621.0,2015
1433,경북,문경시,4096.0,743.0,3353.0,2015
1434,경북,봉화군,1385.0,470.0,915.0,2015
1435,경북,상주시,6488.0,1090.0,5398.0,2015
1436,경북,성주군,4879.0,1153.0,3726.0,2015
1437,경북,안동시,11598.0,1926.0,9672.0,2015
1438,경북,영덕군,2371.0,538.0,1833.0,2015
1439,경북,영양군,744.0,245.0,499.0,2015
1440,경북,영주시,7061.0,1031.0,6030.0,2015
1441,경북,영천시,8703.0,1870.0,6833.0,2015
1442,경북,예천군,2049.0,498.0,1551.0,2015
1443,경북,울릉군,611.0,169.0,442.0,2015
1444,경북,울진군,2765.0,625.0,2140.0,2015
1445,경북,의성군,2985.0,707.0,2278.0,2015
1446,경북,청도군,2252.0,630.0,1622.0,2015
1447,경북,청송군,1348.0,419.0,929.0,2015
1448,경북,칠곡군,11600.0,2133.0,9467.0,2015
1449,경북,포항시,34435.0,5550.0,28885.0,2015
1450,부산,소계,275951.0,44147.0,231804.0,2015
1451,부산,강서구,21795.0,4619.0,17176.0,2015
1452,부산,금정구,17713.0,2568.0,15145.0,2015
1453,부산,기장군,11463.0,2121.0,9342.0,2015
1454,부산,남구,16949.0,2279.0,14670.0,2015
1455,부산,동구,12292.0,2375.0,9917.0,2015
1456,부산,동래구,17603.0,2453.0,15150.0,2015
1457,부산,부산진구,31711.0,4453.0,27258.0,2015
1458,부산,북구,12146.0,1275.0,10871.0,2015
1459,부산,사상구,29694.0,4288.0,25406.0,2015
1460,부산,사하구,18112.0,2735.0,15377.0,2015
1461,부산,서구,6567.0,1413.0,5154.0,2015
1462,부산,수영구,11661.0,1631.0,10030.0,2015
1463,부산,연제구,15417.0,2576.0,12841.0,2015
1464,부산,영도구,6838.0,1033.0,5805.0,2015
1465,부산,중구,14516.0,2955.0,11561.0,2015
1466,부산,해운대구,31474.0,5373.0,26101.0,2015
1467,울산,소계,77860.0,12363.0,65497.0,2015
1468,울산,남구,30228.0,4760.0,25468.0,2015
1469,울산,동구,7061.0,839.0,6222.0,2015
1470,울산,북구,11577.0,1728.0,9849.0,2015
1471,울산,울주군,16656.0,3644.0,13012.0,2015
1472,울산,중구,12338.0,1392.0,10946.0,2015
1473,경남,소계,247148.0,40235.0,206913.0,2015
1474,경남,거제시,15697.0,2029.0,13668.0,2015
1475,경남,거창군,3944.0,829.0,3115.0,2015
1476,경남,고성군,3575.0,796.0,2779.0,2015
1477,경남,김해시,47606.0,8068.0,39538.0,2015
1478,경남,남해군,2100.0,429.0,1671.0,2015
1479,경남,밀양시,7738.0,1371.0,6367.0,2015
1480,경남,사천시,7010.0,1318.0,5692.0,2015
1481,경남,산청군,2432.0,679.0,1753.0,2015
1482,경남,양산시,28194.0,3767.0,24427.0,2015
1483,경남,의령군,1773.0,497.0,1276.0,2015
1484,경남,진주시,24022.0,3284.0,20738.0,2015
1485,경남,창녕군,3646.0,1009.0,2637.0,2015
1486,경남,창원시,75532.0,11381.0,64151.0,2015
1487,경남,통영시,8050.0,1048.0,7002.0,2015
1488,경남,하동군,2899.0,677.0,2222.0,2015
1489,경남,함안군,8222.0,1869.0,6353.0,2015
1490,경남,함양군,2091.0,578.0,1513.0,2015
1491,경남,합천군,2617.0,606.0,2011.0,2015
1492,제주,소계,54438.0,11188.0,43250.0,2015
1493,제주,제주시,39836.0,8783.0,31053.0,2015
1494,제주,서귀포시,14602.0,2405.0,12197.0,2015
1495,지역별,소계,4534437.0,835906.0,3698531.0,2016
1496,서울,소계,1091284.0,246233.0,845051.0,2016
1497,서울,강남구,124569.0,47113.0,77456.0,2016
1498,서울,강동구,30402.0,4903.0,25499.0,2016
1499,서울,강북구,17075.0,1825.0,15250.0,2016
1500,서울,강서구,48420.0,7800.0,40620.0,2016
1501,서울,관악구,29629.0,3892.0,25737.0,2016
1502,서울,광진구,29085.0,5292.0,23793.0,2016
1503,서울,구로구,50966.0,12103.0,38863.0,2016
1504,서울,금천구,38934.0,12694.0,26240.0,2016
1505,서울,노원구,24813.0,3219.0,21594.0,2016
1506,서울,도봉구,15572.0,1904.0,13668.0,2016
1507,서울,동대문구,35959.0,5062.0,30897.0,2016
1508,서울,동작구,20123.0,3217.0,16906.0,2016
1509,서울,마포구,55917.0,14837.0,41080.0,2016
1510,서울,서대문구,23278.0,3355.0,19923.0,2016
1511,서울,서초구,82614.0,25869.0,56745.0,2016
1512,서울,성동구,31607.0,8278.0,23329.0,2016
1513,서울,성북구,23807.0,3325.0,20482.0,2016
1514,서울,송파구,68463.0,16391.0,52072.0,2016
1515,서울,양천구,28316.0,4348.0,23968.0,2016
1516,서울,영등포구,77670.0,22962.0,54708.0,2016
1517,서울,용산구,33224.0,7743.0,25481.0,2016
1518,서울,은평구,28206.0,3076.0,25130.0,2016
1519,서울,종로구,54349.0,10284.0,44065.0,2016
1520,서울,중구,92814.0,14187.0,78627.0,2016
1521,서울,중랑구,25472.0,2554.0,22918.0,2016
1522,인천,소계,240841.0,35230.0,205611.0,2016
1523,인천,강화군,4771.0,878.0,3893.0,2016
1524,인천,계양구,21085.0,2801.0,18284.0,2016
